element_idx,keywords,summarized_text
68,"learning, model, multi-task, baseline, glue",baselines evaluate a multi-task learning model trained on the GLUE tasks . Original code for baselines is available at https :/ / github  com/ nyu-mll .
69,"glue, sentence-to-vector, architecture","Architecture Our simplest baseline architecture is based on sentence-to-vector encoders . For single-sentence tasks, we encode the sentence and pass the resulting vector to a classifier . The classifier is an MLP with 512D hidden layer ."
79,"sentence, bilstm, encoder, training","Training We train our models with BiLSTMs shared across tasks . For each training update, we sample a task to train with a probability proportional to the number of training examples for each task ."
81,"embeddings, representation, glove, sentence, models","Sentence Representation Models Finally, we evaluate the following trained sentence-to-vector encoder models using our benchmark: average bag-of-words using GloVe embeddings . For these models, we only train task-specific classifiers on the representations they produce ."
86,"lablet, ls, 5","The coarse-grained categories are Lexical Semantics , Predicate-Argument Structure , Logic , and Knowledge and Common Sense ."
89,"computation, multi-sentence, multi-task, training, attention, task",Attention has negligible or negative aggregate effect in single task training . We see a consistent improvement in using ELMo embeddings . Using CoVe has mixed effects over using only GloVe.
91,"sentence, respentation, representation, glue","sentence representation models underperform on CoLA compared to the models directly trained on the task . On WNLI, no model exceeds most-frequent-class guessing . For STS-B, models trained on task lag significantly behind best sentence representation model ."
96,"attention, multi-task, training, model",The highest total score of 28 still denotes poor absolute performance . Performance tends to be higher on Predicate-Argument Structure and lower on Logic .
98,"hypo, hypothesis, hyp-trained, hyp, glue, models","GLUE-trained models only use GloVe embeddings . This is ameliorated by ELMo, and to some degree CoVe . Also, attention has mixed effects on overall results ."
99,"model, out-of-domain, attention, dataset, models","We expect that our platform and diagnostic dataset will be useful for similar analyses in the future, SO that model designers can better understand their models' generalization behavior and implicit knowledge ."
101,"learning, transfer, mechanisms, methods, attention, glue","We introduce GLUE, a platform and collection of resources for evaluating and analyzing natural language understanding systems . We find that, in aggregate, models trained jointly on our tasks see better performance than the combined performance of models trained for each task separately . When evaluating these models on our diagnostic dataset, we find that they fail"
103,"adeptmind, google, research, aw","We thank Ellie Pavlick, Tal Linzen, Kyunghyun Cho, and Nikita Nangia for their comments on this work at its early stages . We thank Ernie Davis, Alex Warstadt, and Quora's Nikhil Dandekar and Kornel Csern"
168,"nli, format, textual, entailment",Our similarity metric is based on CBoW representations with pre-trained GloVe embeddings . This approach to converting pre-existing datasets into NLI format is closely related to recent work by White et al. and to the original motivation for textual entailment
173,"attention, mechanism, states, hidden","We first compute matrix H where Hij = Ui  vj . We pass a second BiLSTM with max pooling over the sequence . Finally, we feed into a classifier ."
175,"sentence, bilstm, encoder, training","We train our models with the BiLSTMs shared across tasks . For each training update, we sample a task to train with a probability proportional to the number of training examples for each task . We use macro-average score over all tasks , as our validation metric ."
178,"tbc, average, bilstm, sentence, middle","Skip-Thought , a sequence-to-sequence model trained to generate the previous and next sentences given the middle sentence . We use the original pre-trained model7 trained on sequences of sentences from the Toronto Book Corpus ."
192,"language, natural, understanding","The dataset is designed to allow for analyzing many levels of natural language understanding, from word meaning and sentence structure to high-level reasoning and application of world knowledge . To make this kind of analysis feasible, we first identify four broad categories: Lexical Semantics, Predicate-Argument Structure, Logic, and Knowledge"
193,"qualitative, comparison, dataset, model","the dataset is provided not as a benchmark, but as an analysis tool to paint in broad strokes the kinds of phenomena a model may or may not capture . We recommend comparing performance that different models score on the same category ."
199,"in, lexical, language, monotonicity, entailment","Lexical Entailment can be applied not only on the sentence level, but the word level . For example, ""dog"" lexically entails ""animal"" because anything that is a dog is also an animal . This relationship applies to many types of words, e.g., in systems of"
203,"in, it, mentioned, entity","Constructions like ""I recognize that X"" are often called factive, and are sensitive to negation . There are also cases where a sentence entails the existence of an entity mentioned in it . ""I have found a unicorn"" doesn't necessarily mean ""A unicorn exists"""
205,"symmetry, symmetric, john, relations, likes, gary, met","Symmetry/Collectivity Some propositions denote symmetric relations, others do not . For example, ""John married Gary"" entails ""Gary married John"" but ""John likes Gary"" doesn't . We classify it under Lexical Semantics ."
209,"lexical, names, items","Named Entities Words often name entities that exist in the world . There are many different kinds of understanding we might wish to understand about these names, including their compositional structure or their real-world referents ."
210,"quantification, lexical, semantics","Quantifiers Logical quantification in natural language is often expressed through lexical triggers such as ""every"", ""most"", ""some"" and ""no"" Quantification and Monotonicity are a question of semantics ."
215,"symmetry, broke, arguments, vase, core","Core Arguments Verbs select for specific arguments, particularly subjects and objects . ""Jake broke the vase"" entails ""the vase broke"" . Other rearrangements of core arguments, such as those seen in Symmetry/Collectivity, also fall under the Core arguments label ."
217,"elephant, elephant's, foot","""I saw him"" is equivalent to ""He was seen by me"" ""the elephant's foot"" is the same thing as ""the foot of the elephant"" ""I caused him to submit his resignation"""
218,"system, russia, ruling","Often, the argument of a verb or other predicate is omitted in the text . We can construct entailment examples by explicitly filling in the gap . premise ""Putin is SO entrenched within Russias ruling system that many of its members can imagine no other leader than Putin"
222,"anaphora, ana",Anaphora/Coreference Coreference refers to when multiple expressions refer to the same entity or event . The meaning of an expression depends on another expression in context . In this category we only include cases where there is an explicit phrase that is co-referent with an antecedent .
226,"argument, factivity, intersectivity, structure","Intersectivity is related to Factivity . For example, ""fake"" may be regarded as a counter-implicative modifier ."
231,"fregean, logic, aristotelian, symbols, syllogisms, mathematical",the development of mathematical logic was initially guided by questions about natural language meaning . The notion of entailment is also borrowed from mathematical logic .
244,"of, statement, the, whole, entailment","""a"" is upward monotone in its restrictor . ""no"" is downward monotone . entailments in the restrictor do not yield a whole statement in the opposite direction ."
251,"interpretation, knowledge, world, sense, common","Strictly speaking, world knowledge and common sense are required on every level of language understanding for disambiguating word senses, syntactic structures, anaphora, and more . In these categories, we gather examples where the entailment rests on correct disambiguation of sentences ."
255,"humming, departure, tillerson's, birds, humming-birds","""The announcement of Tillerson's departure sent shock waves across the globe"" entails ""Marc Sims has been seeing his barber once a week, for several years"" ""The feeders are usually coloured SO as to attract hummingbirds"""
