element_idx,keywords,summarized_text
85,"prize, wikipedia, hutter, markups, mar, xml","Hutter Prize Wikipedia The dataset contains 205 symbols including XML markups and special characters . We follow the data splits used in Graves where the first 90M characters are used to train the model, the next 5M characters for validation, and the remainders for the test set . In Table 1 we show"
86,"multiscale, boundary, hm-lstm, learned, detectors, hierarchical, structure","We visualize the boundaries detected by the boundary detectors of the HM-LSTM while reading a character sequence of total length 270 taken from the validation set of either the Penn Treebank or Hutter Prize Wikipedia dataset . Due to the page width limit, the figure contains the sequence partitioned into three segments of length 90 "
94,"boundary, telephone, information, flushing","In Figure 3, we observe that the 21 tends to detect the boundaries of the words . In Figure 4, we also see flushing in the middle of a word . Note that ""tele"" is a prefix after which a number of postfixes can follow ."
95,"detection, of, frequency, flush, boundary, de",The model learns that it is more beneficial to delay the information ejection to some extent . This is somewhat counterintuitive because it might look better to feed the fresh update to the upper layers at every time step without any delay .
96,"states, copy, hidden, detectors, boundary","In Figure 4, we depict the heatmap of the l2-norm of the hidden states along with the states of the boundary detectors . The color of ||h1 II changes quickly because there is no COPY operation in the first layer ."
97,"of, update, the, rnn, frequencies, architecture","A notable advantage of the proposed architecture is that the internal process of the RNN becomes more interpretable . For example, we can substitute the states of 21 and z2-1 into Eq. 2 and infer which operation among the UPDATE, COPY and FLUSH was applied to the second layer at time step "
106,"handwriting, iam-ondb, pen-tip, location, examples","IAM-OnDB dataset consists of 12, 179 handwriting examples, each of which is a sequence of coordinate and a binary indicator p for pen-tip location . At each time step, the model receives , and the goal is to predict . The pen-up indicates an end of a stroke"
107,"iam-ondb, output, embedding, hm-lstm, layer, log-likelihood, dataset","In Table 3, we compare the log-likelihood averaged over the test sequences of the IAM-OnDB dataset . In Figure 5, we let the HM-LSTM to read a random picked validation sequence and present the visualization of handwriting examples by segments based on either the states of 2 or the states"
109,"handwriting, results, state-of-the-art, hm-rnn, sequences","In this paper, we proposed the HM-RNN that can capture the latent hierarchical structure of the sequences . In order to implement these operations, we introduced a set of binary variables and a novel update rule that is dependent on the states of these binary variables . Each binary variable is learned to find segments"
114,theano,"The authors would like to thank Alex Graves, Tom Schaul and Hado van Hasselt for their fruitful comments and discussion . We acknowledge the support of the following agencies for research funding and computing support: Ubisoft, Samsung, IBM, Facebook, Google, Microsoft, NSERC, Calcul Quebec, Compute"
