element_idx,keywords,summarized_text
126,"pre-training, movielens, adam","NeuMF with pretraining achieves better performance in most cases . For MovieLens with a small predictive factors of 8, the pretraining method performs slightly worse . This result justifies the usefulness of our pre-training method for initializing NeuMF."
130,"feedback, movielens, recommendation, implicit, performance",Figure 6 shows the training loss and recommendation performance of NCF methods . Results on Pinterest show the same trend and thus they are omitted due to space limitation .
131,"ratio, pointwise, log, negative, methods, sampling, loss, ncf","pairwise objective functions can pair only one sampled negative instance with a positive instance . but we can flexibly control the sampling ratio of a pointwise loss . To illustrate the impact of negative sampling, we show the performance of NCF methods w.r.t. different negative sampling ratios ."
138,"identity, deep, layer, linear, network, stacking, function, structure","The results are summarized in Table 3 and 4 . The MLP-3 indicates the MLP method with three hidden layers . This result is highly encouraging, indicating the effectiveness of using deep models for collaborative recommendation ."
139,"performance, layer, mlp-0, hidden",MLP-0 has no hidden layers . This verifies our argument in Section 3.3 that simply concatenating user and item latent vectors is insufficient for modelling .
143,"feedback, weighting, implicit, collaborative, filtering","While early literature on recommendation has largely focused on explicit feedback , recent attention is increasingly shifting towards implicit data . The collaborative filtering task with implicit feedback is usually formulated as an item recommendation problem, for which the aim is to recommend a short list of items to users . One key insight is to model the missing data,"
147,"modelling, networks, autorec, neural, autoencoders","The early pioneer work by Salakhutdinov et al. proposed a two-layer Restricted Boltzmann Machines to model users' explicit ratings on items . The work was been later extended to model the ordinal nature of ratings . Recently, autoencoders have become a popular"
148,"dae, feedback, multi-layer, feedforward, neural, implicit, network","the work that is most relevant to our work is , which presents a collaborative denoising autoencoder for CF with implicit feedback . In contrast to the DAE-based CF, CDAE additionally plugs a user node to the input of autoencodingrs for reconstructing the user's"
150,"learning, neural, mlp, network, tensor, neumf","Neural Tensor Network uses neural networks to learn the interaction of two entities . NeuMF is more flexible and generic than NTN, in terms of allowing MF and MLP learning different sets of embeddings."
151,"deep, ing, learn-, approach, mlp, dnn, network",Google Publicized their Wide & Deep learning approach for App recommendation . The deep component also uses a MLP on feature embeddings .
153,"deep, learning, recommendation, neural, architectures, network","In this work, we explored neural network architectures for collaborative filtering . We devised a general framework NCF and proposed three instantiations GMF, MLP and NeuMF that model user-item interactions in different ways . Our framework is simple and generic; it is not limited to the models presented in this"
154,"system, recommender, data, multi-modal, multi-media, ncf","In future, we will study pairwise learners for NCF models and extend NCF to model auxiliary information, such as user reviews , knowledge bases, and temporal signals ."
158,"x, x., he","I. Bayer, X. He, B. Kanagal, and S. Rendle . A generic coordinate descent framework for learning from implicit feedback . In www, 2017. A. Bordes, N. Usunier, A. Garcia-Duran, J. Weston, and 0. Yakhn"
159,"deep, multi-view, feedback, learning, implicit","In ICML, pages 160-167, 2008. A. M. Elkahky, Y. Song, and X. He. A multi-view deep learning approach for cross domain user modeling in recommendation systems. In ICCV, pages 4274-4282, 2015. K. He, M. Gao,"
161,"deep, learning, recommendation, graph-based, visual, classification","In NIPS, pages 1-8, 2008. R. Salakhutdinov, A. Mnih, and G. Hinton. Restricted boltzmann machines for collaborative filtering . In ICDM, pages 791-798, 2007. B. Sarwar, G. Karypis, J"
