element_idx,keywords,summarized_text
426,"lesley, leroy","Lesley is a close friend of Fernando or a schoolmate of Lowell . If X = friend OR SCHOOLMATE, then Lesley = great-grandfather? Let's see whether the Hypothesis can be deduced from the arguments ."
427,"of, ancestor, stepbrother, dana, brian","Being an ancestor of Dana is sufficient for not being a great-grandfather of Brian . Is the argument, given the explicitly stated premises, valid or invalid?"
430,"of, ancestor, stepbrother, dana, brian","Whoever is not a great-grandfather of Clyde is a stepbrother of Brian: IfX = NOT ). Hypothesis: Does it follow that everyone who is an ancestor of Dana is . So, the answer is valid."
431,"of, soap, premises, valid, consumer, paul, shampoo, mitchell, regular, lush","whoever is an infrequent user of Paul Mitchell shampoo is not a regular consumer of Lush soap . Is the argument, given the explicitly stated premises, valid or invalid?"
434,"of, soap, infrequent, consumer, paul, user, shampoo, mitchell, regular, lush","Every infrequent user of Paul Mitchell shampoo is either a rare consumer of Nioxin shampoo or a loyal buyer of Caress soap at the same time . If X = regular-consumer, then x = NOT AND loyal-buyer . Let's see whether the Hypothesis can be deduce"
454,"line, coordinates, svg, creates, path","This SVG path element contains ""M"" and ""L"" commands . M takes two parameters and moves the current point to the coordinates . L draws a line from the previous coordinate to the new coordinate ."
457,"by, step, triangle, svg","This SVG path element contains ""M"" and ""L"" commands . M takes two parameters and moves the current point to the coordinates . L 58.44,36.69: Create a line from 14.19,26.04 to 51.43,39.21 ."
474,"equal-length, long-, sides, long-term, line, adjacent, activity","L 37.00,43.00: Create a line from 41.00,33.00 to 41.00 . L 45.00,34.00: Make a Line from 415.00,33.0 to 410.00,43.0 . ""kite"" and ""rectangle"" are the only two four-sided polygons on"
482,"adjectives, terrible, rubber, ship","Option : ""rubber terrible ship"". Rubber falls into the material category . Option has the following adjective order: . Because 7  1 is not correct, does not have the correct ordering ."
484,"of, ship, state, small, exercise, brazilian","Repulsive small Brazilian exercise ship A: Let's think step by step . When there is more than one adjective before a noun, the adjectives need to respect the following order before the noun: "" noun"". Option : ""repulsive"" falls into the opinion category. ""small"" falls"
489,"square, noun, adjective, shoe, order","Option : ""blue gold wonderful square shoe"". ""gold"" falls into the material category . ""wonderful"" falls in the opinion category. The adjective order that Option has is . The answer is : ."
501,"green, leftmost, book, white","The green book is to the right of the white book: "" ? white ? green orange "" . The orange book is the rightmost . So the answer is "" white green orange"""
505,"leftmost, book, gray, white, red","The white book is to the left of the gray book: "" ? white ? gray ? "" . The red book is the second from the left: "" white red gray"""
515,"movie, american, princess, big, the, bride, lebowski",Star Wars Episode IV - A New Hope - Indiana Jones and the Last Crusade . The Empire Strikes Back - The Big Lebowski These are all famous American movies produced before 2000 .
531,"a, b, a*b","This equation can be written as ""A * B"", whereA= and B= . Let's calculate A = = - 0) = -5 - 36 = -3 . The final equation is A *B= -41 * -3= * = 123."
533,"b, a+b, b+b","The order of operations in mathematics is as follows: Parentheses, exponents, multiplication and division . This equation can be written as ""A + B"", whereA= and B = . Let's calculate A = * ) = 3969 . The answer is 3929 ."
535,"by, step, mathematics, analysis","Let's remember that the order of operations in mathematics is as follows: Parentheses, exponents, multiplication and division . This equation can be written as ""A - B"", whereA= and B= . The answerisA-B=-163 - 56 =-219."
544,y,"A: Let's think step by step. We start at the origin , facing the positive y-axis . Turn left: , face the negative x-axes. Take 7 steps: ., facing . the positive. y axis. take 8 steps ."
548,y,"A: Let's think step by step. We start at the origin , facing the positive y-axis . Take 1 step: , face the negative y axis. Take 9 steps: ., facing a positive Y-axie. The answer is No."
554,y,"A: Let's think step by step. We start at the origin , facing the positive y-axis . Take 2 steps right: , face the negative y axis. Take 7 steps right ."
599,"brown, stress, keychain, ball","The stress ball is the second object on the list, namely a brown keychain . The color of the keychain is brown ."
610,"keych, burgndy, keychain","The teal plate is the first item, namely . There is no item to the left of the teal item . The number of non-orange items to the right is zero ."
621,"snape, severus, rock, hard, band, harry, whitesnake, series, potter","""whitesnake"" is the name of an old English hard rock band . It is a compound word, formed by the words ""white"" and ""sneke"" Snape makes a reference to the fictional character Severus Snape in the Harry Potter series, so is indeed a meaningful and funny"
624,"dinosaur, missing","The original name is ""one of our dinosaurs is missing"" This is the name of an old British movie . Here the word ""of"" is changed to ""ofne"" but the term ""af"" is not an actual word . ""one af our dinosaur is missing,"" ""one"" is indeed a"
628,"crows, countingy, counting, coutnting","The original name is ""counting crows"" This is the name of an American rock band . The name comes from the British nursery rhyme ""One for Sorrow"""
633,"monuments, brandenburg, city, architectural",The following translations from German to English contain a particular error . Named Entities: An entity is changed to a different entity . Negation or Antonyms: Introduce or remove a negation or change comparatives to their antonyms . Dropped Content: A significant clause in the translation is
638,"of, city, brandenburg, source, lenzen, architectural, monuments, sentence","The correct translation of the source sentence from German to English is ""The list of monuments in Lenzen includes all the monuments . On the other hand, the provided translation is ""In the list of architectural monuments"" The translation contains an error pertaining to Named Entities ."
639,"german, translations",The following translations from German to English contain a particular error . Named Entities: An entity is changed to a different entity . Negation or Antonyms: Introduce or remove a negation or change comparatives to their antonyms . Dropped Content: A significant clause in the translation is
644,"lech, source, architectural, am, monuments, landsberg, sentence","Google Translate says the correct translation of the source sentence from German to English is ""The monuments of the Upper Bavarian district town of Landsberg am Lech are compiled on this page' "" The translation should have said ""Upper Bavaria district town"" Because a significant clause in the translation was removed, the"
645,"translation, antonyms, values, entity",The following translations from German to English contain a particular error . The error will be one of the following types: Named Entities: An entity is changed to a different entity . Negation or Antonyms: Introduce or remove a negation or change comparatives to their antonyms . Drop
649,"sentence, google, source, translate","Google Translate says the correct translation of the source sentence from German to English is ""Leba is a small town and seaside resort in the Powiat Leborski county of the Polish Pomeranian Voivodeship of Poland' "" The provided translation is based on a negation or Antonyms"
658,"deal, sarcasm, actively, them, researching, huge","A: Let's think step by step. If we look at , it says that having interests and actively researching them is a huge waste, implying that it is an important and consequential effort . The presence of such a juxtaposition in suggests that it contains a taste of irony and sarcas"
661,"hominem, attacks, ad, sarcasm","avoiding ad hominem attacks really help your case, implying that they are adverse and injurious . If we look at , it says that avoiding them is often useful and helpful . The speaker in this sentence seems to mean the opposite of what they are saying ."
664,"sarcastic, conscience, option, morality, punishments, league’s","Consistency in the league's punishments? What do you think this is supposed to be, politics? A: Let's think step by step . If we look at , it likens the consistency in . the league . punishments with that in morality . This sentence appears to be sati"
675,"park, ethics, amusement",Elizabeth saw Emily reading at the library from 2pm to 4pm . Leslie saw Emily waiting at the airport from 6pm to 7pm - the museum was closed after 7pm. Between what times could Emily have gone to the museum? We know that: Elizabeth woke up at 7am . David saw Elizabeth fixing their computer
690,"alice, bob, lola, dancing, is, with","Alice, Bob, and Claire are dancers at a square dance . At the start of a song, they each have a partner: Alice is dancing with Lola . Bob and Bob switch partners ."
699,"henry, john",Jerry says Fidel tells the truth. Raymond says Millicent says Vina lies. Does Raymond tell the truth? A: Let's think step by step . Raymond tells The Truth. Raymond: Does Raymond Tell the Truth?
701,"christian, lies","Maybelle says Millie tells the truth. Fidel says Maybellen lies . Now, the question asks: Does Leda tell the truth? The answer is yes ."
703,"christian, lies","So, we know that Kristian tells the truth. Michaela says Kristian lies . Since we know from that Michaela lies, if Raymond says Michaela telling the truth, then Raymond lies. Osvaldo says Raymond tells The truth . So, the answer is No."
708,"costume, counterpart, oven","The first letter: ""oven"": """" . ""counterpart"". Now let's sort this subpart by looking at their third letters . We now have: ""costume""  ""conpart""."
709,"credulity, phone, ponderosa","Hypochlorite ponderosa phone credulity A: Let's think step by step . The first letter: ""hypochlorite"": ""h"" . ""pondenosa"": p ."
710,"arson, parthia, seismography","Sort the following words alphabetically: newt arson parthia seismography mugho aspect census A: Let's think step by step . The first letter: ""newt"": ""n"" . ""parthia""  ""seismography"" Now let's sort this"
714,"color, interpretation","color, hhh alignment, key value maps, unit interpretation, elementary math qa, intersect geometry, symbol interpretation, conceptual combinations, language games, modified arithmetic, chess state tracking, unnatural in context learning ."
716,"physical, intuition, questions, question, cycled, letters","English russian proverbs, analytic entailment, general knowledge, mathematical induction, evaluating information essentiality, persian idioms, code line description, sentence ambiguity, figure of speech detection, physics questions . logical args, novel concepts, repeat copy logic, "
718,"gender, questions, sensitivity, squad, shifts","unqover, squad shifts, convinceme, subject verb agreement, context definition alignment, coqa conversational question answering, sudoku, twenty questions, roots optimization and games, word problems on sets and graphs, self evaluation tutoring, text navigation game, gender sensitivity chinese, factuality of summary,"
720,"context, in, dynamic, social, sparc, parsing, support, counting, dynamics","parsinlu qa, which wiki edit, auto categorization, gender inclusive sentences german, paragraph segmentation, linguistics puzzles, abstraction and reasoning corpus, international phonetic alphabet transliterate, topical chat, polish sequence labeling ."
724,"resolution, barqa, anaphora, entailed, qa, enta, disfl, polarity","metaphor boolean, logic grid puzzle, entailed polarity hindi, strange stories, fantasy reasoning, winowhy, emojis emotion prediction, question selection, vitaminc fact verification, kannada, anachronisms, strategyqa, fact checker ."
