element_idx,keywords,summarized_text
204,"language, natural, llm, feedback","Yuan et al. develops a human-in-the-loop framework for deriving system-level feedback from a collection of instances . This is then used to revise the model output, which has shown effectiveness in reducing LLM outputs ."
208,"code, optimization, soft, generation, model, tuning, diff, large, language, prompt","Meyerson et al. uses language models with few-shot exemplars to propose evolutionary cross-overs on tasks such as image and code generation . In Lehman and lehman, large language model trained on code diff generation is used as the mutation operator, and they further design a fine-tuning"
210,"salesman, optimization, traveling, llm, problems","LLMs generate new solutions to optimize an objective function . We motivate OPRO with linear regression and traveling salesman problems . For prompt optimization, optimized prompts outperform human-designed prompts on GSM8K ."
211,"llm, optimization, prompt","a number of unresolved questions are open for future research on LLMs for optimization . For prompt optimization, one limitation of our current implementation is that the optimizer LLM does not effectively utilize error cases in the training set to infer promising directions to improve the generated instructions . Another limitation is that prompt optimization requires"
213,"gsm8, big-bench, hard, gsm8k",This work uses synthetic math problems for linear regression and traveling salesman problems . These tasks have been commonly used in similar works . There is a peril that LLMs may generate harmful information .
300,"optimizer, value, llm","LLMs often output contents like ""the function value at is 15"" despite that the true value is not 15. The model will get it right if external tools that can reliably calculate the value are triggered ."
301,"llm, old, generation, pair","optimizer LLMs do not 100% reliably follow this instruction even if its own outputs often include sentences like ""I will provide a new pair that is different"" Thus triggering such behaviors may be a solution . How to implement this feature without harming the instruction following performance of other parts remains an interesting topic to study"
302,"math, optimization, ws, black-box, meta-prompt","In black-box math optimization, getting stuck at a point that is neither global nor local optimal: The in-context exemplars all share the same w or 6 that is different from Wtrue or btrue . This case is more likely to be avoided when a larger number of past solutions are included"
303,"function, black-box, loss, landscape","Optimizer LLM sees a decrease of objective value when it drastically decreases both x and y to 0. Then starting from , the optimizer LLM is hard to further navigate the loss landscape towards x . For example, when minimizing the Rosenbrock function f = 2 +b2 with "
334,"trace, below, coordinates","Below are some previous traces and their lengths . The traces are arranged in descending order based on their length, where lower values are better ."
389,"empty, string, prompt, optimization","Table 11, 12 and 13 show the instructions found by prompt optimization . Their accuracies are listed in Table 10 . The optimizations find instructions better than the empty starting point ."
390,"a, optimization, 2-l-it, palm, sentences, interrogative, begin","In Section E.3, we show the A start optimization results with the non-empty starting point ""Let's solve the problem"" Most results there are declarative sentences - more suitable for A start ."
409,"slot, alignment, accurate, color, time","Effect Our Instruction boolean_expressions Accurately use order of operations and parentheses to evaluate logical expressions and determine truth values efficiently . causal_judgement Consider all relevant factors, prioritize overall well-being and ethical considerations, make well-informed decisions while foreseeing potential consequences efficiently"
425,"accurately, information, accurate, creativity",dyck_ languages Let's accurately determine the correct date based on the given information and select the corresponding option in the standard MM/DD/YYY format with utmost precision and reliability . disambiguation_qa ensuring the most definitive and reliable solution possible for accurate representation in all scenarios
