element_idx,summarized_text,keywords
52,"coaT and CoaT-Lite share the convolutional position encoding weights . Convolution kernel size to 3, 5 and 7 for image features from different attention heads .","position, convolutional, encoding, parallel, coat-lite, modules, weights"
57,"CoaT Serial Block models image representations in a reduced resolution . In a typical serial block, we first down-sample input feature maps by a certain ratio . We then concatenate image tokens with an additional CLS token, a specialized vector to perform image classification .","token, image, tokens, representations, cls"
58,"In a typical parallel group, we have sequences of input features from serial blocks . To enable fine-to-coarse, coarseto-fine, and cross-scale interaction, we develop two strategies: direct cross-layer attention .","mechanism, parallel, group, co-scale, block"
64,"vectors to match the resolution of other scales . We then perform cross-attention, which extends the conv-attention with queries from the current scale with keys and values from another scale .","conv-attention, cross-layer, cross-scale, attention, information"
65,"Attention with feature interpolation . The input image features from different scales are processed by independent conv-attention modules . Next, we down-sample or up-semple images from each scale to match the dimensions of other scales .","conv-attention, feature, with, interpolation, attention, module"
68,"CoaT-Lite processes input images with a series of serial blocks following a fine-to-coarse pyramid structure . Each serial block down-samples the image features into lower resolution, resulting in a sequence of four resolutions .","image, coat-lite, input, coating"
73,"Tiny, Mini, Small and Medium models follow the same architecture design . In CoaT-Lite Tiny architectures, the hidden dimensions of the attention layers increase in later blocks .","variants, model, mechanism, coat-lite, co-scale"
85,COCO2017 benchmark contains 118K training images and 5K validation images . We perform object detection based on Deformable DETR following its data processing settings .,"coco2017, segmentation, instance, detection, object"
91,Tables 3 and 4 demonstrate CoaT object detection and instance segmentation results under the Mask R-CNN and Cascade Mask R CNN frameworks on the COCO val2017 dataset . Our co-scale mechanism is essential to improve the performance of Transformer-based architectures for downstream tasks .,"cad, model, segmentation, mask, mechanism, cascade, co-scale, instance, r-cnn"
94,Our CoaT-Lite without any position encoding results in poor performance . The combination of CRPE and CPE leads to the best results .,"position, crpe, convolutional, encoding, relative"
101,"CoaT models attain higher accuracy than similar-sized Swin Transformers . The current parallel groups are more computationally demanding . We report FLOPs, FPS, latency, and GPU memory usage in Table 8 .","fps, coat, computational, memory, flop, gpu, cost, latency"
105,Co-scale conv-attentional image Transformer is a Transformer based image classifier . CoaT models attain strong classification results on ImageNet .,"image, transformer, vision, computer"
108,"In ICLR, 2021. Zhaowei Cai, Nuno Vasconcelos, Nicolas Usunier, Alexander Kirillov, and Sergey Zagoruyko. End-toend object detection with transformers. In ECCV, 2020. Kai Chen, Jiaqi Wang, Yuhang","image, transformers, vision, recognition, iccv"
109,"IJCV, 60:91-110, 2004. Alec Radford, Karthik Narasimhan, Tim Salimans, and Ilya Sutskever. Stand-alone self-attention in vision models . In CVPR, 2016. Christian Szegedy, Wei Liu, Yang","image, vision, large-scale, attention, transformer"
110,"Saining Xie, Sainan Liu, Zeyu Chen, and Zhuowen Tu. Attentional shapecontextnet for point cloud recognition . In CVPR, 2017. Kelvin Xu, Jimmy Ba, Ryan Kiros, Kyunghyun Cho, Aaron Courville, Ru","image, attention, visual"
