element_idx,keywords,summarized_text
109,"appendix, feedback, a, valuable",We want to thank reviews for providing detailed feedback and actionable suggestions . We list the modification based on the reviewers' suggestions in Appendix A .
120,"analysis, text, generated, evaluation, natural, language",All that's 'human' is not gold: Evaluating human evaluation of generated text . In Proceedings of the 59th Annual Meeting of the Association for Computational Linguistics and the 11th International Joint Conference on Natural Language Processing.
121,"deep, understanding, transformers, bert, language, bidirectional","BERT: Pre-training of deep bidirectional transformers for language understanding . Association for Computational Linguistics: Human Language Technologies, Volume 1 ."
137,"story, grounding, generation, neural, sense, common, emnlp",Improving neural story generation by targeted common sense grounding . In Proceedings of the 2019 Conference on Empirical Methods in Natural Language Processing .
145,"prompted, multitask, analysis, training","Multitask prompted training enables zero-shot task generalization . In International Conference on Learning Representations, 2022 . ."
149,"language, natural, processing","Thomas Wolf, Lysandre Debut, Victor Sanh, Julien Chaumond, Clement Delangue, Anthony Moi, Pierric Cistac, Tim Rault, Remi Louf, Morgan Funtowicz ."
156,"individual, evaluators, human, llm, stories",We add Section 3.3.1 to discuss whether LLM and human evaluators agree on the rating of individual stories . We refine the wordings in Section 5 and add relevant references .
164,"writingprompts, stories, model-generated, truncation","Once the model is trained, we randomly select 200 prompts from the testing set of WritingPrompts . We feed the prompts to the trained model and ask the model to generate stories based on the given prompts. After this process, we have 200 pairs of prompts and model-generated stories."
165,"writingprompts, stories, tokenization, model-generated, dataset","We select the same 200 prompts used for generating model-generated stories . For these human-written stories, we also truncate the stories to less than 150 words and end with a full sentence ."
168,"teacher, esl, certificates, education",Each teacher is asked to rate 200 GPT-2-generated stories and 200 human-written stories . This makes the hourly wage at least US$28 .
172,"human-written, preference, toward, gpt-2-generated, stories, grammaticality, clear","The reason we do not mix human-written and GPT-2-generated stories for rating is that in Karpinska et al. their observation is that when AMT workers rate model-generated and Human-written stories separately, their ratings do not show preference toward human-writing stories . We conduct the same experiment by randomly mixing"
182,"wood, bug's, way, bug, appendages","The bug sat on a hill, in a region named Alola, a place that had never been visited by any new human inhabitants . It inhabited an entire continent, six miles wide, four miles high, and the most densely populated patch of land on Earth ."
191,"google, forms, evaluation, quality, adversarial, attacks","We create two different Google Forms, one is used to evaluate the fluency . Each page of the Google Form contains one news title ."
212,"likability, value","some teachers say they try not to be affected by personal preference . One teacher asks herself: Did I personally enjoy it based on the amount of sense it made and whether or not it had stylistic flair, humor, or engaging plotting or characterization? Overall, the teachers all try to use a fair and objective view to"
215,"appendix, a, chatgpt, c.3.1, model, ai",We ask the teachers to check the ratings and explanations of ChatGPT . We do not tell the teacher that the rating is done by an AI model .
217,"loneliness, space","The more I focused on it, the more it consumed me . Years passed, and I got more lost in it . A quiet part of me liked to think that they had passed me by . The loneliness. It never felt like such a loss ."
220,son,"Story 2 ""My son is gone. He has been"" People stare at you as you give your explanation and say ""yes. You cant just do it"" ""He is my son!"" ""You "" ""No. No can't trust me! He told me he loves me. He doesnt. ButI can trust you"
223,"valhalla, cubed, box",Story 3 I held the little black box in the palm of my hand . It continued to hold my gaze regardless as if there were some deep importance about it . My friend Valhalla appeared out of no where and sat next to me .
227,"sniper, telescopic, rifle, sight, 3d","Story 4 I stared down the telescopic sight of my 196 sniper rifle . I slowly moved my gaze into each window in the hotel, Many displays of various vice . One couple was violently pleasuring each other . Another was an old man, watching a younger woman strip in front of him"
230,"rating, cohesiveness, stories, chatgpt",Overall Comments from Teachers on ChatGPT's Rating . Teachers are not informed that the ratings are done by an AI model . They find that the attributes they do not agree with are mainly Likability and Cohesiveness .
233,"openai, model, t0, gui, chatgpt",The T0 model we use is called TOpp . We query ChatGPT using the OpenAI GUI . The InstructGPT model we queried is the Dec. 15 and Jan. 9 version .
237,"answer, llm","After the T0 and InstructGPT generate the answer, we parse the generated sentence to get the model's score . First, we remove the string 1-5 from the output, out of 5 since LLM sometimes says it ""give a score of x out of 5"" . Finally, the string "
259,"fragment, prompt, story",Please rate the story fragment The goal of this task is to rate story fragment . We will reject submissions from workers that are clearly spamming the task .
273,"adversarial, samples, text, bert-base-uncased, classifier, textfooler, attacks",We use the adversarial samples generated against a bert-base-uncased text classifier trained on AG-News . The intent of the dataset is to facilitate the research in SSA .
274,"samples, evaluation, text-davinci-003, llm, adversarial",Text-davinci-003 is the LLM evaluation for evaluating the quality of adversarial samples in Table 11 . We can see that the result of using it is similar to ChatGPT .
