element_idx,keywords,summarized_text
57,"skip-gram, hyper-parameters, model, phrase, dataset","We first constructed the phrase based training corpus and then trained several Skip-gram models using different hyperparameters . As before, we used vector dimensionality 300 and context size 5. This setting already achieves good performance on the phrase dataset ."
58,"softmax, chical, accuracy, subsampling, hierar",Negative Sampling achieves a respectable accuracy even with k = 5 . The Hierarchical Softmax became the best performing method when we downsampled frequent words . This shows that the subsampling can result in faster training .
67,"accuracy, analogy, data, training, phrase","To maximize the accuracy on the phrase analogy task, we increased the amount of the training data by using a dataset with about 33 billion words . We used the hierarchical softmax, dimensionality of 1000, and the entire sentence for the context . This resulted in a model that reached an accuracy of 7"
70,"skip-gram, representations, word, model, linear, structure",We demonstrated that the Skip-gram representations exhibit a linear structure that makes it possible to perform precise analogical reasoning using simple vector arithmetics . This phenomenon is illustrated in Table 5.
71,"softmax, vector, nonlinearity, word",The word vectors are in a linear relationship with the inputs to the softmax nonlinearity . The vectors can be seen as representing the distribution of the context in which a word appears . These values are related logarithmically to the probabilities computed by the output layer .
73,"word, representations, analogy","authors who previously worked on neural network based representations of words have published their resulting models for further use and comparison . amongst the most well known authors are Collobert and Weston , Turian et al., and Mnih and Hinton ."
78,"of, skip-gram, model, learned, the, quality, vectors","The big Skip-gram model trained on a large corpus visibly outperforms all the other models in the quality of the learned representations . This can be attributed in part to the fact that this model has been trained on about 30 billion words, which is about two to three orders of magnitude more data ."
81,"of, frequent, words, negative, algorithm, the, learned, sampling, quality","We successfully trained models on several orders of magnitude more data than previously published models . This results in a great improvement in the quality of the learned word and phrase representations, especially for the rare entities ."
83,"operations, complexity, matrix-vector, computational, recursive",Combination of these two approaches gives a powerful yet simple way to represent longer pieces of text . Our work can thus be seen as complementary to the existing approach that attempts to represent phrases using recursive matrix-vector operations .
88,"space, analogy, model, natural, language","In Proceedings of the 25th international conference on Machine learning, pages 160-167. ACM, 2008. Xavier Glorot, Antoine Bordes, and Yoshua Bengio. Domain adaptation for large-scale sentiment classification: A deep learning approach. In ICML, 513-520, 2011. Michael U Gutmann and"
