element_idx,summarized_text,keywords
82,Deformable DETR has on par FLOPs with Faster R-CNN + FPN and DETR-DC5 . But the runtime speed is much faster than DETR . The speed issue is mainly due to the large amount of memory access .,"detr, attention, flop, transformer, deformable"
88,"Using multi-scale inputs can effectively improve detection accuracy with 1.7% AP . Increasing the number of sampling points K can further improve 0.9% AP. Because the cross-level feature exchange is already adopted, adding FPNs will not improve the performance .","attention, deformable, module, multi-scale"
90,Table 3 compares the proposed method with other state-of-the-art methods . Iterative bounding box refinement and two-stage mechanism are both used by our models in Table 3 .,"resnet-101, table, 3, resnext-101"
98,"Deformable DETR is an end-to-end object detector, which is fast-converging . It enables us to explore more interesting and practical variants of object detectors .","feature, image, modules, maps, attention, deformable"
154,"complexity for calculating sampling coordinate offsets pmqk and attention weights Amqk is of O . The complexity of computing Equation 2 is O, where the factor of 5 in 5NqKC is because of bilinear interpolation . On the other hand, we can also calculate Wm x","deformable, attention, quality, query, weights, module, of"
156,the input multi-scale feature maps are extracted from the output feature maps of stages C3 through C5 in ResNet . The lowest resolution feature map xL is obtained via a 3 x 3 stride 2 convolution on the final stage .,"multi-scale, feature, attention, multiscale, fpn, deformable, map"
160,"the detection head predicts the bounding box as relative offsets w.r.t. the reference point pq = , i.e., bq= o), and  . The detection head uses 0 and 0 to ensure 6 is of normalized coordinates .","multi-scale, point, attention, reference, module, deformable"
166,"d E 1,2, , D, bgx,y,w,h E R are predicted at the d-th decoder layer . The initial box is set as bqx = Pqx, bay= Pqy, 60 3 = 0.1,","bg, layer, b, decoder"
168,"In iterative bounding box refinement, we sample key elements respective to the box bd-1 predicted from the -th decoder layer . Equation 3 in the cross-attention module serves as the new reference point . The sampling offset Pmlqk is also modulated by the box size","bo, bounding"
169,"In the first stage, given the output feature maps of the encoder, a detection head is applied to each pixel . Let 2 index a pixel from feature level li E 1, 2,  , L with 2-d normalized coordinates Pi = E 2 .","regression, bounding, detr, head, box, deformable"
172,"In our experiments, the number of attention heads is set as M = 8 . Weight parameters of the linear projection for predicting Amlqk are initialized to zero . In multi-scale deformable Attention modules, Wm E RCvxC is randomly initialized .","attention, deformable, module, multi-scale"
175,Deformable DETR looks at to give final detection result . We draw the gradient norm of each item in final prediction . The gradient norm can reflect how much the output would be changed .,"final, detr, prediction, detection, deformable, norm, gradient"
176,Deformable DETR looks at extreme points of the object to determine its bounding box . This is similar to the observation in DETR .,"bound, bounding, detr, box, deformable"
183,"Similar to DETR, the instances are already separated in the encoder of Deformable DETR . In the decoder, our model is focused on the whole foreground instance instead of only extreme points . The visualization also demonstrates that the proposed multi-scale deformable attention module can adapt its sampling points and attention","detr, attention, multiscale, module, deformable"
190,Figure 6: Visualization of multi-scale deformable attention . Each sampling point is marked as a filled circle whose color indicates its correspoinding attention weight . The reference point is shown as green cross marker .,"multi-scale, weight, attention, multiscale, deformable"
