element_idx,keywords,summarized_text
97,"detection, qualitative, val2, ilsvrc2013, set",Qualitative detection results on ILSVRC2013 are presented in Figure 8 and Figure 9 at the end of the paper . Each image was sampled randomly from the val2 set and all detections from all detectors with a precision greater than 0.5 are shown . Note that these are not curated and give 
108,"val, and, test, splits, ilsvrc, distribution, image",val and test splits are drawn from the same image distribution . These images are scene-like and similar in complexity to PASCAL VOC images . In each image all instances from all 200 classes are labeled with bounding boxes .
109,"r-cnn, hard, mining, negative, training","The nature of these splits presents a number of choices for training R-CNN . The train images cannot be used for hard negative mining . Also, the train images have different statistics than val and test ."
110,"candidate, val, validative, sets, splits, examples","our general strategy is to rely heavily on the val set and use some of the train images as an auxiliary source of positive examples . To use val for both training and validation, we split it into roughly equally sized ""val1 , , and ""val2 , "" sets ."
112,"images, val, class, imbalance",class imbalance was selected . Each candidate split was generated by clustering val images using class counts as features . The particular split used here has a maximum relative imbalance of 11% .
114,"search, resolution, selective, ilsvrc, image","Selective search was run in ""fast mode"" on each image in val1, val2 and test . On val, selective search resulted in an average of 2403 region proposals per image . This recall is notably lower than in PASCAL ."
116,"images, and, boxes, data, training","For training data, we formed a set of images and boxes that includes all selective search and ground-truth boxes from val1 together with up to N Ground-Truth boxes per class from train ."
117,"bounding-box, regressor, svm, cnn, bounding-truth, box, training",CNN fine-tuning was run for 50k SGD iteration on val1 +trainN using the exact same settings as PASCAL . Fine-tuneing on a single NVIDIA Tesla K20 took 13 hours using Caffe . Hard negative mining was performed on randomly selected subset of 
121,"val2, bounding-box, regression, ilsvrc, set","All system hyperparameters were fixed at the same values used for PASCAL . After selecting the best choices on val2, we submitted exactly two result files to the ILSVRC2013 evaluation server . The first submission was without bounding-box regression and the second was with boundingbox regression ."
123,"map, bounding-box, data, regression, training, fine-tuning","Table 4 shows an ablation study of the effects of different amounts of training data, fine-tuning, and boundingbox regression . The first result, 20.9%, is what R-CNN achieves using a CNN pre-trained on the ILSVRC2012 classification dataset . Expanding the training"
129,"r-cnn, speeding, speed","OverFeat has a significant speed advantage over R-CNN: it is about 9x faster, based on a figure of 2 seconds per image quoted from . This speed comes from the fact that overFeat's sliding windows are not warped at the image level . Sharing is implemented by running the entire network"
131,"system, voc, cpmc, tation, pascal, semantic, segmen-, segmentation","Region classification is a standard technique for semantic segmentation . O2P uses CPMC to generate 150 region proposals per image and then predicts the quality of each region, for each class, using support vector regression . Farabet et al. recently demonstrated good results on several dense scene labeling datasets using"
134,"shape, cnn, gion, re-, features, background","gion's shape and computes CNN features directly on the warped window . However, these features ignore the non-rectangular shape of the region . The third strategy simply concatenates the full and fg features ."
137,"full+fg, validation, o2p, set","Table 5 shows a summary of our results on the VOC 2011 validation set compared with O2P . The fg strategy slightly outperforms full, indicating that the masked region shape provides a stronger signal, matching our intuition . Full+fg achieves an average accuracy of 47.9%"
138,"voc, full+fg, accuracy, test, 2011, set, segmentation",In Table 6 we present results on the VOC 2011 test set . Our method achieves the highest segmentation accuracy for 11 out of 21 categories .
144,"data-scarce, cnn, neural, vision, network, network-works, convolutional",The first is to apply high-capacity convolutional neural networks to bottom-up regions proposals . the second is a paradigm for training large CNNs when labeled training data is scarce .
153,"content, transformation, cnn, warp, size, input, image",Figure 7 column shows this transformation . The second method anisotropically scales each object proposal to the CNN input size . A variant on this method excludes the image content that surrounds the original object proposal.
154,"padding, context, cnn, image","The amount of context padding is defined as a border size around the original object proposal in the transformed input coordinate frame . In all methods, if the source rectangle extends beyond the image, the missing data is replaced with the image mean . Obviously more alternatives are possible, including replication instead of mean padding ."
157,"com, svm, cnn, combustion","The first is: Why are positive and negative examples defined differently for fine-tuning the CNN versus training the object detection SVMs? To review the definitions briefly, we map each object proposal to the ground-truth instance with which it has maximum IoU overlap . All other proposals are labeled ""back"
158,"imagenet, svm, positive, definition, example","Historically speaking, we arrived at these definitions because we started by training SVMs on features computed by the ImageNet pre-trained CNN . When we started using fine-tuning, we initially used the same positive and negative example definition as we were using for SVM training . However, we found that results"
159,"fine-tuning, data, positive, example","Our current scheme introduces many ""jittered"" examples . This expands the number of positive examples by approximately 30x . We conjecture that this large set is needed when fine-tuning the entire network ."
160,"classifier, fine-tuning, regression, softmax",We tried this and found that performance on VOC 2007 dropped from 54.2% to 50.9% mAP . This performance drop likely arises from a combination of factors .
164,"bounding-box, performance, regression, localization","We use a simple bounding-box regression stage to improve localization performance . After scoring each selective search proposal with a class-specific detection SVM, we predict a new bounding box for the detection . The primary difference between the two approaches is that here we regress from features computed by the CNN,"
165,"bounding, algorithm, proposal, box, ground-truth, training, pi","The input to our training algorithm is a set of N training pairs i=1,...,N . Each ground-truth bounding box G is specified in the same way: G = ."
166,"bounding, log-space, translation, box","The first two specify a scale-invariant translation of the center of P's bounding box . The second two specify log-space translations of the width and height of P . After learning these functions, we can transform an input proposal P into a predicted ground-truth box G ."
171,"bounding-box, validation, regression, set",The first is that regularization is important: we set  = 1000 based on a validation set . The second issue is that care must be taken when selecting which training pairs to use . We only learn from a proposal P if it is nearby at least one ground-truth box .
179,"2012, pas-cal, whole-image, classification, ilsvrc, image",our findings may be useful to researchers who are interested in using ILSVRC 2012 as training data for the PASCAL image classification task .
182,"flickr, matching, gist, nearest-neighbor, id","Euclidean distance nearest-neighbor matching of GIST descriptors revealed 38 near-duplicate images . The matches tend to vary slightly in JPEG compression level and resolution . Based on GIST matches, 1.5% of VOC 2012 test images are in ILSVRC 2012 trainval."
194,"image, net, cvpr, windows","TPAMI, 2012. 2, 3 D. Cire an, A. Giusti, L. Gambardella, and J. Schmidhuber. Mitosis detection in breast cancer histology images with deep neural networks . In CVPR, 2013. 3 J. Deng, W. Dong, R."
195,"c, cvpr","IJCV, 2010. 1 4 C. Farabet, C. Couprie, L. Najman, and D. Ramanan. Object detection with discriminatively trained part based models . In CVPR, 2013. 4, 5 K. Fukushima. Neocognitron: A self"
214,"detection, object, view-based, visual, face","In CVPR, 2013. 1, 2, 4, 10 P. Sermanet, K. Kavukcuoglu, S. Chintala, and Y. LeCun. OverFeat: Integrated Recognition, Localization and Detection using Convolutional Networks . IEE Proc on Vision"
