element_idx,keywords,summarized_text
62,"dataset, ilsvrc13",Our model obtained 14.2% accuracy by voting of 7 ConvNets . The best accuracy using only ILSVRC13 data was 11.7% . Pre-training with extra data from the ImageNet Fall11 dataset improved this number to 11.2% .
64,"sliding-window, convolution, approach, convnets",ConvNets are inherently efficient when applied in a sliding fashion . We apply each convolution over the extent of the full image . This extends the output of each layer to cover the new image size .
73,"bounding, layer, final, regression, box, network, classification","To generate object bounding box predictions, we simultaneously run the classifier and regressor networks across all locations and scales . Since these share the same feature extraction layers, only the final regression layers need to be recomputed after computing the classification network . The output of the final softmax layer for a class"
82,"bounding, regression, box, classification, network","We train the regression network using an l2 loss between the predicted and true bounding box . The final regressor layer is class-specific, having 1000 different versions . We train this network using the same set of scales as described in Section 3 ."
83,"multi-scale, manner, across-scale, prediction","Training on a single scale will perform well on that scale and still perform reasonably on other scales . However training multi-scale will make predictions match correctly across scales and exponentially increase the confidence of the merged predictions . In turn, this allows us to perform well with a few scales only, rather than many scale"
93,"bounding, confidence, matching, maximum, scores, final, box, classification, prediction",The final prediction is given by taking the merged bounding boxes with maximum class scores . This is computed by cumulatively adding the detection class outputs associated with the input windows from which each bounding box was predicted .
100,"pcr, class, layer, top, each",using a different top layer for each class in the regressor network did not outperform using only a single network shared among all classes . This may be because there are relatively few examples per class annotated with bounding boxes in the training set .
102,"detection, examples, training, negative",Detection training is similar to classification training but in a spatial manner . Multiple location of an image may be trained simultaneously . The main difference with the localization task is the necessity to predict a background class when no object is present .
109,"detection, accuracy, drops, bas, segmentation, based, method","method yields 11.5% mAP). This technique speeds up inference and substantially reduces the number of potential false positives . Combined with our method, we may observe similar improvements ."
111,"uva, nec, validation, distribution, set",NEC and UvA did not fine tune on the detection validation set . The validation and test set distributions differ significantly enough that this alone improves results by approximately 1 point .
113,"detection, approach, window, sliding, convnet","We have presented a multi-scale, sliding window approach that can be used for classification, 1ocalization and detection . We applied it to the ILSVRC 2013 datasets and it currently ranks 4th in classification . A second important contribution of our paper is explaining how ConvNets can be effectively used for detection"
114,"bounding, box, training, network, localization","for localization, we are not currently back-propping through the whole network . Swapping the loss to this should be possible since IOU is still differentiable . Alternate parameterization of the bounding box may help to decorrelate the outputs ."
116,"c, cvpr","J. Carreira, F. Li, and C. Sminchisescu. Constrained parametric min-cuts for automatic object segmentation, release 1. http://sminctikexcu.ins.uni-bon.de/code/cpmo/ D. C. Ciresan, J"
118,"digit, handwritten","In NIPS, 2012. Y. LeCun, B. Boser, J. S. Denker, D. Henderson, R. E. Howard, W. Hubbard, and P. Haffner. Gradient-based learning applied to document recognition . In Proceedings of the IEEE, 86:22"
126,"multiscale, dimensions, spatial, approach","Table 5: Spatial dimensions of our multi-scale approach . 6 different sizes of input images are used, resulting in layer 5 unpooled feature maps of differing spatial resolution ."
