element_idx,summarized_text,keywords
133,In Table 5 we compare our unified panoptic segmenation approach with several established methods that treat things and stuff differently . We show that DETR outperforms published results on COCO-val 2017 as well as our strong PanopticFPN baseline .,"pq, stuff, things, on, detr, break-down"
136,DETR is a new design for object detection systems based on transformers and bipartite matching loss . The approach achieves comparable results to an optimized Faster R-CNN baseline on the challenging COCO dataset .,"matching, loss, bipartite, transformers, detr, prediction, set, direct"
141,"In: AAAI Conference on Artificial Intelligence 2. Bahdanau, D., Cho, K., Bengio, Y.: Neural machine translation by jointly learning to align and translate . In: ICCV 4. Bodla, N., Singh, B., Chellappa, R.","machine, self-attention, conditional, attention, translation"
143,"In: CVPR 18. He, K., Gkioxari, G., Dollar, P., Girshick, R.B.: Panoptic feature pyramid networks for object detection . In: ICCV 16. Hosang, J.H., Benenson R., Schiele, B","pre-training, image-to-set, common, detection, object"
145,"ICCV 41. Romera-Paredes, B., Abbasnejad, E., Dick, A., Reid, I.: Deepsetnet: Predicting sets with unknown permutation and cardinality using deep neural networks. In: CVPR 44. Sutskever, I","deep-set, neural, segmentation, network, semantic, deep, instance, networks"
151,"the output is the same size as the query sequence . To fix the vocabulary before giving details, multi-head self-attention is the special case Xq = Xkv .","xkv, sequence, value, query"
157,"the i-th row is given by attni = Ej=1 i,jVj . The final output is the aggregation of values weighted by attention weights .","attention, value, weights"
158,"The original transformer alternates multi-head attention and so-called FFN layers . The FFN we consider is composed of two-layers of 1x1 convolutions with ReLU activations . There is also a residual connection/dropout/layernorm after the two layers, similarly to equation 6.","attention, layer, multi-head, ffn"
160,All losses are normalized by the number of objects inside the batch . It is important to normalize by the total number of items in all sub-batches .,"gpu, completeness, losses"
163,"1.1 means ""area"" . The areas of unions or intersections are computed by min / max of the linear functions of bo and bi . B, bi means the largest box containing bo, bi.","coordinates, b, stochastic, gradients, intersection, box"
168,image features from the CNN backbone are passed through the transformer encoder . Positional encodings are added to queries and keys at every multihead self-attention layer . The decoder produces the final set of predicted class labels .,"encoding, detr, self-attention, positional, decoder"
171,"In the encoder, each self-attention is in O, while O2 is the cost of computing the attention weights for one head . Other computations are negligible .","self-attention, encoder, complexity"
173,FLOPS for Faster R-CNN depends on the number of proposals in the image . We use it without modifications for Detectron2 models and extend it to take batch matrix multiply into account for DETR models.,"flops, model, count, computation, flop"
176,Backbone ImageNet pretrained backbone ResNet-50 is imported from Torchvision . Backbone batch normalization weights and statistics are frozen during training .,"renewable, learning, rate, network, backbone"
179,Baseline Our enhanced Faster-RCNN+ baselines use GIoU loss along with the standard l1 loss for bounding box regression tasks respectively . For the baselines we adopt the same data augmentation as in DETR and train it with 9x schedule .,"regression, baseline, faster-rcnn+, bounding, box"
180,In our model we use a fixed absolute encoding to represent these spatial positions . For both spatial coordinates of each embedding we independently use S2 sine and cosine functions with different frequencies .,"s2, sine, case, function, 3d"
189,"In this section, we analyze the behavior of DETR when approaching this limit . We select a canonical square image of a given class, repeat it on a 10 x 10 grid, and compute the percentage of instances that are missed by the model . To test the model with less than 100 instances, we randomly","image, instances, number, detr, of"
190,"This test is a test of generalization out-of-distribution by design . There are very few examples of a single class . It is difficult to disentangle, from the experiment, two types . This type of experiment represents our best effort to understand whether query objects overfit the label and position distribution","out-of-domain, image, out-of-distribution, coco, generalization, computer"
195,"Inference code runs with Python 3.6+, PyTorch 1.4 and Torchvision 0.5 . Note that it does not support batching . The entire code to reproduce the experiments will be made available before the conference .","inference, pytorch, code"
212,DETR PyTorch inference code uses learnt positional encodings in encoder instead of fixed . The entire code to reproduce the experiments will be made available before the conference .,"inference, pytorch, code, transformer"
