element_idx,keywords,summarized_text
124,"vgg-16, fpg, svd","In Table 5 we summarize the running time of the entire object detection system . Fast R-CNN with VGG-16 takes in total 198ms for both proposal and detection . With the convolutional features shared, the RPN alone only takes 10ms computing the additional layers ."
126,"map, 3, aspect, ratios, regression, scales, references",the mAP drops by a considerable margin of 3-4% . Using just one anchor at each position is as good as using 3 scales with 3 aspect ratios .
129,"ss, rpn","In Figure 4, we show the results of using 300, 1000, and 2000 proposals . We compare with SS and EB, and the N proposals are the top-N ranked ones . The plots show that the RPN behaves gracefully when the number of proposals drops from 2000 to 300 ."
135,"detection, r-cnn, faster, region, cascade, proposals, proposal, features, region-wise","In OverFeat, the region-wise features come from a sliding window of one aspect ratio over a scale pyramid . These features are used to simultaneously determine the location and category of objects . In RPN, the features are from square sliding windows ."
136,"r-cnn, fast, system, two-stage",Fast R-CNN is trained to predict class-specific scores and regress box locations from these sliding windows . We also evaluate using convolutional features extracted from 5 scales .
141,"r-cnn, step, hard-negative, mining, fast, network, sppnet, fine-tuning",We train our models on an 8-GPU implementation . The effective mini-batch size becomes 8 for RPN and 16 for Fast R-CNN . We modify the learning rates because the mini-Batch size is changed . For the anchors we use 3 aspect ratios and 4 scales .
146,"r-cnn, test-dev, fast, map@0.5, set",In Table 11 we first report the results using the implementation in this paper . Our Fast R-CNN baseline has 39.3% mAP@0.5 on the test-dev set .
147,"r-cnn, test-dev, faster, coco, train, to, training, set","Using the COCO training set to train, Faster R-CNN has 42.1% mAP@0.5 . This is 2.8% higher for mPA@0.5 and 21.5% . RPN performs excellent for improving localization accuracy at higher IoU thresholds . Figure 6 shows some results on"
148,"r-cnn, faster, lo, 2015, localization, ilsvrc",Faster R-CNN is a building block of the 1st-place winning entries in ILSVRC 2015 localization and COCO 2015 segmentation competitions . This observation is still valid even when one increases the depth substantially to over 100 layers . Only by replacing VGG-16 with a 101layer residual net
153,"detection, 2007, voc, coco, pascal, test, model, set",COCO is a superset of those on PASCAL VOC . The softmax layer is performed only on the 20 categories plus background . This result is better than that trained on VOC07+12 .
154,"detection, 2007, voc, coco, pascal, model, dataset",Table 6 shows that the model trained on COCO+VOC has the best AP for every individual category on PASCAL VOC 2007 . The extra data from the COCO set increases the mAP by 5.6%.
166,"edge, ijcv, boxes, large-scale, recognition, large-sc, image","J. R. Uijlings, K. E. van de Sande, T. Gevers, and A. W. Smeulders, ""Selective search for object recognition"" in IEEE Conference on Computer Vision and Pattern Recognition ."
167,"semantic, convolutional, networks, segmentation","IEEE Conference on Computer Vision and Pattern Recognition . P. F. Felzenszwalb, R. B. Girshick, D. McAllester, and D. Ramanan . Overfeat: Integrated recognition, localization and detection using convolutional networks ."
170,"detection, deep, of, object, learning, residual, model, shapes, sliding, part-based, quality, image","J. Dai, R. Benenson, P. Dollar, and B. Schiele, ""How good are detection proposals, really?"" in British Machine Vision Conference . C. Szegedy, A. Toshev, and D. Anguelov, ""Scalable, high-quality object detection,"""
171,ijcv,"ImageNet Large Scale Visual Recognition Challenge in International Journal of Computer Vision . A. Krizhevsky, I. Sutskever, and G. Hinton, ""Imagenet classification with deep convolutional neural networks"""
