element_idx,keywords,summarized_text
144,"analysis, transformers, image-based, generative, image","1, 3 Ming Ding, Zhuoyi Yang, Wendi Zheng, Chang Zhou, Da Yin, Junyang Lin, Xu Zou, Zhou Shao, Hongxia Yang, and Jie Tang . CoRR, abs/2105.13290, 20"
146,"quali, networks, generative, cvpr, quality, adversarial","In NeurIPS 2021 Workshop on Deep Generative Models and Downstream Applications, 2021. 6, 7, 16, 22, 28, 37, 38 Phillip Isola, Jun- Yan Zhu, Tinghui Zhou, and Alexei A. Efros. Image-to-image translation with conditional adversari"
147,gad,"Diederik P. Kingma, Tim Salimans, Ben Poole, and Jonathan Ho. Variational diffusion models. CoRR, abs/2107.00630, 2021. 1, 3, 4, 29 Zhifeng Kong and Wei Ping. On fast sampling of diffusion probabilistic models. In 2nd"
151,"translation, communication, synthesis, network, image","Semantic image synthesis with spatially-adaptive normalization . In Proceedings of the IEEE/CVF Conference on Computer Vision and Pattern Recognition, June 2019. 22 Gaurav Parmar, Dacheng Li, Kwonjoon Lee, and Zhuowen Tu. Dual contradistinctive generative autoencode"
152,"deep, analysis, thermodynamics, generation, large-scale, recognition, conditional, image","CoRR, abs/2104.02600, 2021. 3 Axel Sauer, Kashyap Chitta, Jens M ller, and Andreas Geiger. Projected gans converge faster . CoRR . abs/2111.01007, 20"
154,"nips, vahdat, jan, arash, kautz","Wei Sun, Tianfu Wu, Anastasia Remizova, Arsenii Ashukha, Aleksei Silvestrov, Naejin Kong, Harshith Goka, Kiwoong Park, and Victor S. Lempitsky . Identity leakage in generative models ."
156,"deep, deep-learning, learning, vector-quantized, modeling, image","CoRR, abs/2104.10157, 2021. 3 Fisher Yu, Yinda Zhang, Shuran Song, Ari Seff, and Jianxiong Xiao. LSUN: construction of a large-scale image dataset using deep learning with humans in the loop . CoRR"
168,"model, synthesis, class-conditional, text-to-image",We updated results on text-to-image synthesis on ImageNet in Sec. 4.3 . This also includes a new comparison to very recent competing methods on this task published on arXiv .
174,"ratio, elbo, snr(t), standard, distribution, normal","a common choice to parameterize p is to specify it in terms of the true posterior q but with the unknown xo replaced by an estimate x0 based on the current step Xt . To minimize the remaining terms, the first term of the ELBO depends only on the final signal-to-"
192,"lpips, metric, mechanism, upsampling","unconditional samples of size 2562 guide the convolutional synthesis of 5122 images and T is a 2x bicubic downsampling . Following this motivation, we also experiment with a perceptual similarity guiding and replace the L2 objective with the LPIPS metric."
198,"ratio, synthesis, model, to-noise, signal, sampling, convolutional, image","the signal-to-noise ratio induced by the variance of the latent space /o2) significantly affects the results for convolutional sampling . Note that the VQ-regularized space has a variance close to 1, such that it does not have to be rescaled ."
202,"openimages, model, synthesis, layout-to-image",In Fig. 16 we show additional samples of the model finetuned on COCO . We train a model on the COCO and one on the OpenImages dataset .
225,"ldm, space, pixel, model, diffusion",We extend our analysis from Tab. 5 by comparing a diffusion model trained for the same number of steps and with a comparable number 1 of parameters to our LDM . The results of this comparison are shown in the last two rows of Tab. 11 .
229,"lsun-cows, l, ldm-sr, ldm-bsr","LDM-SR, trained only with a bicubicly downsampled conditioning as in , does not generalize well to images which do not follow this pre-processing . To obtain a superresolution model for a wide range of real-world images, we replace the bsr-de"
241,"text-to-im, layer-normalization","the conditioner is an unmasked transformer which processes a tokenized version of the input y and produces an output 5 := TO, where 5 E RMxdT More specifically, the transformer is implemented from N transformer blocks ."
253,"unet, layout-to-image, text-to-image, model",The layout-to-image model discretizes the spatial locations of bounding boxes . Class information is contained in c. See Tab. 17 for the hyperparameters of and Tab. 13 for those of the UNet .
260,"synthetic, image-inpainting, ldm-4, masks","For our experiments on image-inpainting in Sec. 4.5, we used the code of to generate synthetic masks . We use a fixed set of 2k validation and 30k testing samples . This follows the training and testing protocol in ."
264,"package, fid, pipelines, torch-fidelity, data, processing","We follow common practice and estimate the statistics for calculating the FID-, Precision- and Recall-scores shown in Tab. 1 and 10 based on 50k samples from our models . For calculating FID scores we use the torch-fidelity package ."
271,"compute, layout-to-image, fid, coco, scores, layout-to-images, challenge, dataset, models, segmentation","To obtain better comparability, we follow common practice and compute FID scores the 2048 unaugmented examples of the COCO Segmentation Challenge split . For the OpenImages dataset we similarly follow their protocol and use 2048 center-cropped test images from the validation set ."
273,"imagenet, torch-fidelity, low-resolution, anti-aliasing, image","On ImageNet, the low-resolution images are produced using bicubic interpolation with anti-aliasing . For FID scores, we additionally compare to reference features computed on the train split, see Tab. 5 and Tab. 11."
275,"metrics, 3k, quality, samples","For efficiency reasons we compute sample quality metrics plotted in Fig. 6, 17 and 7 based on 5k samples . The results might vary from those shown in Tab. 1 and 10. We maximize the learning rates of the individual models such that they still train stably."
277,"resolution/masked, low, image, resolution/unmasked",In Task-1 subjects were shown a low resolution/masked image between the corresponding ground truth high resolution/unmasked version and a synthesized image . For SuperResolution subjects were asked: 'Which of the two images is a better high quality version of the low resolution image in the middle?
281,"compute, generative, requirements, state-of-the-art, models","compute requirements during training and inference throughput with state-of-the-art generative models . Compute during training in V100-days, numbers of competing methods taken from unless stated differently;*: Throughput measured in samples/sec on a single NVIDIA A100;t: Numbers taken from"
282,"celeba-hq, imagenet, adm, imagen","In Tab 18 we provide a more detailed analysis on our used compute ressources . We compare our best performing models on the CelebA-HQ, FFHQ and LSUN datasets with the recent state of the art models . To assess sample quality, we additionally report FID scores on the reported datasets ."
286,"kl, variational, autoencoder, model, low-weighted, term, regularization",To obtain high-fidelity reconstructions we only use a very small regularization for both scenarios . We either weight the KL term by a factor  10-6 or choose a high codebook dimensionality 121 .
291,"imagenet, landscapes, model","We also fine-tuned the semantic landscapes model from Sec. 4.3.2 directly on 5122 images . For those models trained on comparably small datasets, we additionally show nearest neighbors in VGG feature space for samples from our models ."
