element_idx,keywords,summarized_text
67,"3d, model","""Out-of-domain"" refers to the five datasets detailed in Table 2. Key insights include: 1) The SoTA model displays strong performance within its domains but struggles in OOD scenarios; 2) Diverse data sources in MathInstruct enable better math generalist model ."
68,"mammo, th-7b, th-70b",Table 4 shows that our main competitor for OOD datasets is Platypus . This demonstrates our models' remarkable generalizability to unseen math problems . MAmmo TH-7B also boosts the CoT performance of WizardMath-7B greatly .
69,"mammo, th-coder, th-","CodeLlama is consistently better than Llamama-2, especially on OOD datasets . MAmmo TH-Coder's average performance is actually higher than 5% . We believe CodeLama benefits greatly from the continuous code training of Code-Llaama ."
81,"mammo, th","We focus on five significant subsets: GSM8K, MATH, Camel, AQuA and NumGLUE . We conduct an experiment gradually adding each dataset into training and compare the performance with the one fine-tuned on the whole MathInstruct."
84,"hybrid, decoding","Hybrid Decoding improves performance on every test set . By default, we initially attempt the PoT decoding method for a given question . Ifit fails to generate an executable query, we then transition to the CoT method ."
86,"capabilities, mathematical, reasoning, llms","In this paper, we propose a novel math instruction tuning approach to activate open-source LLMs' mathematical reasoning capabilities . Through a comprehensive study, we show that our models can outperform the SoTA performance at different scales by a huge margin . Our instruction tuning dataset contains 260K samples ."
90,"problem, math, aclanthology, word, operation-based, formalisms","MathQA: Towards interpretable math word problem solving with operation-based formalism . In Proceedings of the 2019 Conference of the North American Chapter of the Association for Computational Linguistics: Human Language Technologies, Volume 1 ."
106,"solv-, problem, mathematical, ing, neurips, datasets","Dan Hendrycks, Collin Burns, Saurav Kadavath, Akul Arora, Steven Basart, Eric Tang, Dawn Song, and Jacob Steinhardt."
122,"mathematical, tasks, reasoning, aclanthology",NumGLUE: A suite of fundamental yet challenging mathematical reasoning tasks . In Proceedings of the 60th Annual Meeting of the Associationfor Computational Linguistics . doi: 10.18653/v1/2022.acl-long.246.
135,"multitask, enables, iclr, training, 2022, prompted","Multitask prompted training enables zero-shot task generalization . In The Tenth International Conference on Learning Representations, ICLR 2022, Virtual Event, April 25-29, 2022 ."
142,"prompting, acl, anthology, acl-long","Association for Computational Linguistics, 2023a . doi: 10.18653/ v1/2023.acl-long.153 ."
150,"nlp, empirical, natural, instructions, language, processing","Super-NaturalInstructions: Generalization via declarative instructions on 1600+ NLP tasks . In Proceedings of the 2022 Conference on Empirical Methods in Natural Language Processing, pp. 5085-5109, 2022b."
179,"mathematical, addsub, literature, reasoning, dataset","Our work builds upon the existing mathematical reasoning literature . Early on, mathematical reasoning is mostly focused on solving synthetic basic math problems like AddSub and other arithmetic reasoning datasets ."
181,"ing, chain-of-, prompt-, plan-and-solve, self-evaluation, thought, llms",ReAct Yao et al. proposes to leverage external tools like search engines to enhance LLM reasoning skills . Self-critic and self-eval both adopt selfevaluation to enhance the robustness of the generated program . Plan-and-solve instead adopts more detailed planning instructions to help LLM
183,"gps-, (gps-v2), gps, gps-v2","Instruction tuning is part of a line of work designed to ""align"" language models with more useful objectives and human preferences . Since 2021, CrossFit and NaturalInstruction , FLAN and T0 are amongst the first wave of instruction tuning effort to understand LLMs' generalization capabilities ."
187,"questions, pot, cot, python","We compare our PoT results VS. CoT results in Figure 3, Figure 4 and Figure 5 . In the second and third case, we can further see the advantages of PoT over CoT by utilizing external tools and Python packages ."
196,"control, value, isosceles, triangle","Answer Choices: 20  x = + 16)/ satisfies . We substitute the smallest value ofn, which is 36, and get 42 . CoT Select the best translation into predicate logic. Some CEO is wealthier than everyone ."
205,"mammo, th, datasets, rationale, mathematical, models","MAmmo TH models may exhibit limitations when faced with problems outside their primary domain of expertise . Also, they have not been trained with proof-type problems . In the future, we would like to expand the models' skill set to cover more fields ."
206,"of, cleanliness, our, purity, training, mammoth","MAmmoTH models could be misused for malicious purposes, such as spreading misinformation or probing sensitive topics . Developers should conduct safety testing and tuning tailored to their specific applications . It is unlikely but not impossible that some inappropriate questions slipped through the curation process ."
207,"mammoth, reasoning, robustness","Recent work identifies ""sycophancy"" and ""Clever Hans effect"" in reasoning . Potential methods to improve the models' reasoning robustness could involve the exploration of synthetic data intervention methods ."
