element_idx,keywords,summarized_text
29,"networks, vision, network, architecture, topologies, inception",the proposed architecture has become a success for computer vision . The most convincing proof would be if an automated system would create network topologies resulting in similar gains in other domains using the same algorithm but with very differently looking global architecture.
31,"vision, network, architecture, correlation, convolutional, visional",The main idea of the Inception architecture is based on finding out how an optimal local sparse structure in a convolutional vision network can be approximated and covered by readily available dense components . Arora et al. suggests a layer-by-layer construction in which one should analyze the correlation statistics of the
33,"layer, convolutional, modules",a small number of 5x5 convolutions can be prohibitively expensive on top of a convolutional layer with a large number of filters . This problem becomes even more pronounced once pooling units are added to the mix . The merging of the output of the pooling layer with the outputs of con
38,"rectified, activation, reducation, linear, dimension",This leads to the second idea of the proposed architecture: judiciously applying dimension reductions and projections wherever the computational requirements would increase too much otherwise . We would like to keep our representation sparse at most places and compress the signals only whenever they have to be aggregated en masse . This is based on
39,"infrastructural, conception, inefficiency, network, inception","Inception is a network consisting of modules of the above type stacked upon each other . For technical reasons, it seemed beneficial to start using Inception modules only at higher layers while keeping the lower layers in traditional convolutional fashion ."
40,"information, reduction, visual, architecture, dimension",the ubiquitous use of dimension reduction allows for shielding the large number of input filters of the last stage to the next layer . Another practically useful aspect of this design is that it aligns with the intuition that visual information should be processed at various scales and then aggregated SO that the next stage can abstract features simultaneously .
41,"stage, computational, architecture, inception, resources",the improved use of computational resources allows for increasing both the width of each stage as well as the number of stages without getting into computational difficulties . We have found that all the included knobs and levers allow for a controlled balancing of computational resource that can result in networks that are 2 - 3x faster than similarly performing networks
43,"googlenet, inception, network, architecture","We chose GoogLeNet as our team-name in the ILSVRC14 competition . This name is an homage to Yann LeCuns pioneering LeNet 5 network . We have also used a deeper and wider Inception network, which was slightly inferior ."
48,"rgb, modules, channels, rectified, color, inception, lin","The size of the receptive field in our network is 224x224 . ""#3x3 reduce"" stands for the number of 1x1 filters in the reduction layer used before the 3x3 and 5x5 convolutions ."
49,"average, pooling, low-memory, network, footprint",The network is 22 layers deep when counting only layers with parameters . The overall number of layers used for the construction of the network is about 100 . This number depends on the machine learning infrastructure system used .
50,"auxiliary, gradient, networks, signal, network, convolutional, smaller","the ability to propagate gradients back through all the layers in an effective manner was a concern . By adding auxiliary classifiers connected to these intermediate layers, we would expect to encourage discrimination in the lower stages in the classifier . These classes take the form of smaller convolutional networks put on top of the output"
60,"distbelief, distb",Our networks were trained using the DistBelief distributed machine learning system . Our training used asynchronous stochastic gradient descent with 0.9 momentum .
61,"resizing, recovery, sampling, image","our image sampling methods have changed substantially over the months leading to the competition, and already converged models were trained on with other options, like dropout and learning rate, SO it is hard to give a definitive guidance to the most effective single way to train these networks."
63,"imagenet, hierarchy, classification, validation, image","The ILSVRC 2014 classification challenge involves the task of classifying the image into one of 1000 leaf-node categories in the Imagenet hierarchy . There are about 1.2 million images for training, 50,000 for validation and 100,000 images for testing . Each image is associated with one ground truth category, and performance is measured "
65,"portrait, approach, model, googlenet, cropping, image",We independently trained 7 versions of the same GoogLeNet model . These models were trained with the same initialization and learning rate policies . They only differ in sampling methodologies and random order in which they see input images .
71,"crops, howard, square, cropping, andrew, mirrored","square resized to 224x224, and their mirrored versions . This results in 4x3x6x2 = 144 crops per image ."
74,"supervision, approach, clarifai, top-performing",Our final submission in the challenge obtains a top-5 error of 6.67% on both the validation and testing data . This is a 56.5% relative reduction compared to the SuperVision approach in 2012 .
84,"bounding, region, proposals, googlenet, regression, box, multi-box","GoogLeNet's approach for detection is similar to the R-CNN by . In addition, the region proposal step is improved by combining the Selective Search approach with multi-box predictions for higher object bounding box recall ."
85,"bounding, networks, data, box, localization, task, convolutional","We first report the top detection results and show the progress since the first edition of the detection task . We report the official scores in Table 4 and common strategies for each team: the use of external data, ensemble models or contextual models . The external data is typically the ILSVRC12 classification data for pre-training a model"
88,"computer, vision, sparse, optimal, structure",Our results seem to yield a solid evidence that approximating the expected optimal sparse structure by readily available dense building blocks is a viable method for improving neural networks for computer vision . Our detection work was competitive despite of neither utilizing context nor performing bounding box .
90,"inception, regression, strength, architecture",regression and this fact provides further evidence of the strength of the Inception architecture . This suggests promising future work towards creating sparser and more refined structures in automated ways on the basis of .
92,"distbelief, photometric, distortions","We would like to thank Sanjeev Arora and Aditya Bhaskara for fruitful discussions on photometric distortions . Also we are indebted to the DistBelief team for their support especially to Rajat Monga, Jon Shlens, Alex Krizhevsky, Jeff"
94,"deep, co-adaptation, networks, neural, network, classification, backpropagation","Know yourmeme: We need to go deeper . CoRR, abs/1310.6343, 2013. Umit V. Catalyurek, Cevdet Aykanat, and Bora U ar. On two-dimensional sparse matrix partitioning: Models, methods, and a recipe"
96,"detection, deep, object, networks, neural, recognition","In Proceedings of the 28th ACM International Conference on Supercomputing, ICS '14, pages 333-342, New York, NY, USA, 2014. ACM. Ilya Sutskever, James Martens, George E. Dahl, and Geoffrey E. Hinton. On the importance"
