element_idx,summarized_text,keywords
80,resampling of hashtag distribution is important in order to obtain good transfer to ImageNet image-classification tasks . using uniform or square-root sampling leads to an accuracy improvement of 5 to 6% irrespective of the number of ImageNet classes in the transfer task .,"image-classification, imagenet, hashtag, distribution, vocabularies"
81,"We use IG-940M-1.5k to pretrain ResNeXt-101 32x32d . We use these ""super-sized"" models to improve val-IN-1k results over the 32x16d model .","ig-940m-1.5k, bound, learning, model-capacity, transfer"
85,"#party may correspond to a large variety of visual scenes . We matched the 17k Instagram hashtags with a list of 40k ""concreteness"" values of nouns . Figure 6 displays these hashtag concreteness values and accuracy of predicting the hashtags correctly in a scatter plot .","classes, instagram, concreteness, visual"
95,"We compare performance on the 2017 test-dev set using several different pretrained networks . We use IN-1k, 5k pretraining and compare them to IG-940M-1k and IG-1B-17k for the largest model . For the Instagram pretrained models we found it necessary to perform grid search","imagenet, instagram, mask, pretraining, r-cnn"
96,"Figure 8 shows two interesting trends . First, we observe that when using large amounts of pretraining data, detection is model capacity bound . with the lowest capacity model, the gains from larger datasets are small or even negative . The second trend comes from comparing COCO's default AP metric .","model, large, precision, coco, pretraining, average, data, capacity"
100,"We observe that the improvement over IN1k, 5k pretraining from IG-1B-1k is much larger in terms of AP@50 . Thus, the gains from Instagram pretraining may be primarily due to improved object classification performance, rather than spatial localization performance .","hashtag, instagram, class, classification"
103,"Sun et al. train convolutional networks on the JFT-300M dataset of 300 million weakly supervised images . We obtain substantially higher accuracies on transfer tasks, compared to 79.2% reported in .","size, large, training, image, imagenet-1k, set, dataset"
104,Other prior studies trained convolutional networks to predict words or n-grams in comments on a collection of 100 million Flickr photos and corresponding comments . Other work also trained network to predict hashtags on the Flickr dataset but does not investigate transfer of the resulting networks to other tasks .,"flickr, convolutional, image, word, networks, dataset"
107,"We found that networks trained on a hashtag vocabulary outperformed those trained on twice as many images without such careful selection of hashtags . This observation paves the way for the design of ""label-space engineering"" approaches that aim to optimally select label sets for a particular target task .","task, engineering, label-space, imagenet-1k, target"
109,"our results suggest that accuracy improvements on target tasks may be obtained by further increases of the capacity of our networks . However, it is not unthinkable that some of the design choices that were made in current network architectures are too tailored to ImageNet-1k classification . Our results also underline the importance of increasing the visual variety that","imagenet, hashtag, visual, variety, large-scale"
114,"Rich feature hierarchies for accurate object detection and semantic segmentation . In: CVPR. 2. Donahue, J., Jia, Y., Vinyals, 0.","visualization, decaf, segmentation, semantic, generic, detection, object, accurate"
116,"In: CVPR. 10. Eigen, D., Fergus, R.: Predicting depth, surface normals and semantic labels with a common multi-scale convolutional architecture . In: ICCV. 10. Carreira, J., Zisserman, A.: Towards accurate multi-person","convolutional, multi-scale, visual, image, recognition, common, architecture"
118,"ICCV. 29. Pathak, D., Girshick, R., Dollar, P., Darrell, T., Hariharan, B.: Learning features by watching objects move . In: CVPR. 31. Misra, I., Zitnick, C.L.,","imagenet, compositionality, content, visual"
120,"Szegedy, C., Vanhoucke, V., Ioffe, S., Shlens, J., Wojna, Z.: Rethinking the inception architecture for computer vision . In: Proceedings of the IEEE Conference on Computer Vision and Pattern Recognition .","inception-resnet, vision, computer"
123,"All of our Instagram datasets are subsets of I, where each image in I is from a public Instagram post that has at least one hashtag in its caption . To construct a dataset, we select a set of hashtags that is a subset of H . We randomly samples images from I that are ","instagram, wordnet, dataset, synset"
124,"To determine if a match exists, we define a function s that returns the subset of S that matches hashtag h E H . We filter the hashtags in H by accepting only the ones that match to any synset in S .","hashtag-to-synset, matching, wordnet, synset"
129,"In the first stage, we search the set of 3.5 billion Instagram images2 using an approximate nearest neighbor search algorithm to identify 128 potential duplicates for each query image . In the second phase, we compute pairwise distances between the candidates and the query image, and apply a conservative distance threshold to generate potential pairs of duplicates","image, instagram, quality, features"
130,"In the first stage, we remove the last five3 convolutional layers from a ResNet-50 model . We compute regional maximum activations of convolutions features from the resulting feature maps . R-MAC features substantially improve the performance of the deduplication method .","transformations, features, convolutions, cropping, r-mac"
131,"To construct a searchable index of 3.5 billion images, we undo the scalar quantization, L2-normalize the resulting vector, and apply optimized product quantization to further reduce the feature representation to 256 dimensions . Each sub-quantizer uses k-means clustering to quantize the 1","image, index, representation"
135,"the 256 nearest sub-quantizers compute the squared distances between this residual and the residuals stored in the entries in the inverted list . This produces distance estimates, which we use to select the 128 nearest neighbors efficiently using a max-heap implementation .","distance, hamming, estimates, sub-quantizers"
136,"In the second stage, we compute R-MAC features for the query image and each of the 128 identified neighbors in the same way as in the first stage . For each image in the query set that has at least one neighbor in IG-3.5B, we manually annotated the 21 nearest neighbors to assess whether or not the","neighbor, features, image, r-mac, query, val-in-1k"
137,"In Table 2, we report a conservative lower bound on the accuracy of our best models that treats all images that have duplicates in the training set as being classified incorrectly4.","training, image, accuracy, duplicates, set"
144,"Weights of the final fully connected layer are sampled from a zero-mean Gaussian with standard deviation 0.01. Following , the final BN scale parameter 2 of each residual block is initialized to 0 .","bias, pressure, image, standard, 2, bn, parameters, parameter"
145,"Our feature transfer experiments require training an L2-regularized logistic regressor . For train-CUB-200, the optimal penalty was 0.001 .","l2-regularized, regressor, logistic"
147,"The learning rate is set to the initial LR at the start of training and decayed by the specified LR decay factor according to the steps . For Instagram datasets, the total training length is given in terms of the number of images processed .","(lr), training, imagenet, rate, learning, schedule, datasets"
148,"Grid search was performed on the COCO val2017 set, which results are reported on the test-dev2017 set . The optimal initial learning rates are shown in Table 5. For our object detection experiments, we found it necessary to perform grid search .","server, search, evaluation, learning, initial, rate, coco, grid"
151,"We used a proper validation set held out from the training set of the target task . In all cases, we fixed the length of the finetuning schedule based on preliminary experiments .","finetuning, transfer, learning"
155,"Hashtag frequencies follow a Zipfian distribution . For example, in the 17k hashtag vocabulary, the most frequent hashtag appears more than 1 million times as often as the least frequent hashtag .","distri, distribution, zipfian"
157,"Given an image I with hashtags hi, the image-level replication factor for I is computed as r = maxi r . The threshold t is selected so that the final list has a target length matching the desired training schedule length .","image-level, x, training, replication, factor, ⌀(x), ="
160,"Table 6: Comparison with the state of the art on the ImageNet-1k validation set . We append the result of ResNeXt-101 32xCd with C E 16, 32, 48 pretrained on Instagram hashtag data and finetuned on train-IN-1k .","imagenet-1k, art, state, of, the"
