element_idx,keywords,summarized_text
83,"gaussian, coordinates, data, reordering, quality, diffusion",Gaussian diffusion model can be made shorter for fast sampling or longer for model expressiveness . Prior work has shown that such reorderings introduce inductive biases .
85,"celeba-hq, reconstruction, source, interpolation, image","In effect, we use the reverse process to remove artifacts from linearly interpolating corrupted versions of the source images . We fixed the noise for different values of  SO Xt and x't remain the same . Larger t results in coarser and more varied interpolations "
87,"variational, inference, diffusion, dynamics, models, langevin","diffusion models are designed SO that q has no parameters and the top-level latent XT has nearly zero mutual information with the data X0 . Diffusion models admit straightforward log likelihood evaluation, and the training procedure explicitly trains the Langevin dynamics sampler using variational inference ."
88,"energy, curves, rate-distortion, modeling, based",Our rate-distortion curves are computed over time in one evaluation of the variational bound . Our progressive decoding argument can be seen in convolutional DRAW and related models and may lead to more general designs for subscale orderings .
91,"diffusion, data, quality, models, image",diffusion models seem to have excellent inductive biases for image data . We look forward to investigating their utility in other data modalities and as components in other types of machine learning systems .
93,"gan, generative, models, diffusion",Our work on diffusion models takes on a similar scope as existing work on other types of deep generative models . Our paper represents progress in making diffusion models a generally useful tool in this family of techniques .
94,"unlabeled, generative, cnn-generative, models, image","generative models can be employed to produce fake images and videos for political purposes . Fortunately, CNN-generated images have subtle flaws that allow detection . Generative models also reflect biases in datasets on which they are trained ."
95,"digital, compression, data, models, diffusion",diffusion models may be useful for data compression . Our work might contribute to representation learning on unlabeled raw data for a large range of downstream tasks .
99,gsns,"In International Conference on Learning Representations, 2019. Tong Che, Ruixiang Zhang, Jascha Sohl-Dickstein, Hugo Larochelle, Liam Paull, Yuan Cao, and Yoshua Bengio. Your GAN is secretly an energy-based model and you should use"
101,"energy, compression, visual, based, dynamics, models","In Proceedings of the IEEE Conference on Computer Vision and Pattern Recognition, pages 3603-3613, 2019. Ruiqi Gao, Yang Lu, Junpei Zhou, Song-Chun Zhu, and Ying Nian Wu. Flow contrastive estimation of energy-based models . In International Conference on"
104,"of, inference, approx-imate, waveglow, generative, modeling, quality, image","Tero Karras, Miika Aittala, Janne Hellsten, Samuli Laine, Jaakko Lehtinen, and Timo Aila. Analyzing and improving the image quality of StyleGAN. In Proceedings of the IEEE/CVF Conference on Computer Vision and Pattern Recognition,"
106,"analysis, dynamic, patterns, audio, raw, image","Improving the PixelCNN with discretized logistic mixture likelihood and other modifications. In International Conference on Learning Representations, 2017. Jascha Sohl-Dickstein, Eric Weiss, Niru Maheswaranathan, and Surya Ganguli. A-NICE-MC: Ad"
120,"resnet, model, wide, cifar10, pixelcnn++",Our neural network architecture follows the backbone of PixelCNN++ . Our 32 x 32 models use four feature map resolutions . All models have two convolutional residual blocks per resolution level .
121,"v3-8, cat, tpu, lsun, cifar",Our CelebA-HQ/LSUN models train at 21 steps per second at batch size 128 . Sample a batch of 256 images takes 17 seconds .
123,"rmsprop, schedule, linear, quality, cifar10","We chose the Bt schedule from a set of constant, linear, and quadratic schedules, all constrained SO that LT 21 0. We set the dropout rate on CIFAR10 to 0.1 by sweeping over the values 0.1, 0.2,0.3,0.4 . Without dropout on C"
126,"celeba-hq, t, ttur, cifar10","Sample quality scores and log likelihood are reported on the minimum FID value over the course of training . On CIFAR10, we calculated Inception and FID scores on 50000 samples using the original code from the OpenAI and TTUR repositories ."
129,"ncsn, metric, convolutions, quality, dilated",NCSN uses a RefineNet with dilated convolutions . We condition all layers on t by adding in the Transformer sinusoidal position embedding . NCSN omits this scaling factor .
132,"x750, intermediate, stochasticity, latent, x0","During sampling, both the prior XT  N and Langevin dynamics are stochastic . To understand the significance of the second source of noise, we sampled multiple images conditioned on the same intermediate latent for the CelebA 256 x 256 dataset . Figure 7 shows multiple draws from the"
