element_idx,summarized_text,keywords
54,"Wir build a hierarchical GG-Transformer with the proposed Glance-and-Gaze branches as shown in Fig. 2. For fair comparison, we follow the same settings as Swin . We set M to be same as the window size in .","size, depth, window, network, gg-transformer, swin-transformer"
55,"All GG-Transformers consists of 4 hierarchical stages, which correspond to feature maps with down-sampling ratio 4, 8, 16, 32 . The first patch embedding layer projects input to a feature map with channel C = 96.","spatial, size, feature, gg-transformer, map"
60,AdamW optimizer for 300 epochs with cosine learning rate decay . Initial learning rate starts at 0.001 and weight decay is 0.05 .,"optimizer, adamw, rand-augment, rand-augmentation"
61,"Table 1 shows that GG-Transformer achieve better accuracy-cost trade-off compared to other models . Furthermore, our model consistently brings an improvement to baseline, with a consistent improvement of 0.8% and 0.2% .","model, trade-off, gg-transformer, light-weight, swin-transformer"
67,"We follow and use MMSegmentation to implement all related experiments . We use AdamW with a learning rate starting at 6 x 10-5 weight decay of , 0.01, batch size of 16, crop size of 512 x 512. The learning rate schedule contains a warmup of 1500 iterations","learning, rate, schedule, mmsegmentation, decay"
68,"GG-Transformer achieves 46.4% mIoU with single-scale testing . This surpasses ResNet50, PVT-Small, SwinT's multi-scale tests results .","gg-transformer, single-scale, multi-scale, testing"
77,"GG-T achieves 44.1 box AP and 39.9 mask AP, which surpasses both CNNs and other ViTs with a similar model size and computation costs . compared with the state-of-the-art Swin-Transformer, GG Transformer achieves better performance","gg-transformer, performance, swin-transformer, superior"
80,Kernel Choice of Gaze Branch is based on fixed or adaptive mechanism . Using a larger kernel leads to a non-significant improvement .,"kernel, branch, sizes, choice, gaze"
82,"Swin-T serves as the baseline for all variants, which achieves 78.50% top-1 accuracy on ImageNet validation set . We replace the W&SW-MSA with MSA for all blocks in stage 3 and 4 . This leads to a 1.29% performance improvement .","imagenet, window, attention, shifted, swin-t"
92,"Besides using depthwise convolution, another natural choice is to adopt self-attention . To ensure a fair comparison, we use two consecutive Transformer blocks where one is Glance attention and another is Gaze attention .","branch, depthwise, convolution, gaze, window, self-attention, attention, local"
93,"Glance or Gaze branch alone is far from enough, while only a combination of both can lead to a performance gain . Glance and Gaze branches miss important local or global cues which can be compensated by each other .","performance, branch, gain, alone, gaze"
94,"We replace MSA with GG-MSA for two DeiT variants . We show that, although MSA is an efficient alternative to MSA, it can also lead to a performance gain .","vit, gg-transformer, architec"
97,"Firstly, over-fitting is a common problem in Vision Transformers and can be alleviated by large-scale pretraining or strong augmentations and regularization . This problem is more serious for stronger models and in the tasks with relatively small dataset .","over-fitting, modeling, stronger, vision, transformer"
101,"GG-Transformer, inspired by how human beings learn from the world, is equipped with parallel and complementary Glance branch and Gaze branch . The two branches can specialize in their tasks and collaborate with each other, which leads to a much more efficient ViT design for vision tasks . Experiments on various architecture","gg-transformer, vision, tasks"
103,"In Proceedings of the IEEE conference on computer vision and pattern recognition, pages 6154-6162, 2018. Nicolas Carion, Francisco Massa, Gabriel Synnaeve, Nicolas Usunier, Alexander Kirillov, and Sergey Zagoruyko. Transunet: Transformers make strong encoders for","image, transformers, vision, recognition, computer"
105,"In Proceedings of the IEEE/CVF International Conference on Computer Vision, pages 3464-3473, 2019. Gao Huang, Yu Sun, Zhuang Liu, Daniel Sedra, and Kilian Q Weinberger. Deep networks with stochastic depth. In European conference on computer vision, pages 646-661. Spring","vision, design, network, transformer, computer"
107,"Xiao Zheng, Jiaya Jia, and Vladlen Koltun. Exploring self-attention for image recognition. In Proceedings of the IEEE/CVF Conference on Computer Vision and Pattern Recognition, pages 1007610085, 2020. Hengshuang Zhao, Jianping Shi, ","image, transformers, vision, recognition, ade20k, dataset"
