element_idx,keywords,summarized_text
76,"semantic-syntactic, test, word, similarity, semantic, set, relationship","In the further experiments, we use full set of questions in the new Semantic-Syntactic Word Relationship test set, i.e. unrestricted to the 30k vocabulary . We also include results on a test set introduced in that focuses on syntactical similarity between"
77,"corpora, nnlm, model, distbelief, training, network, language, parallel, ldc",The training data consists of several LDC corpora . We used these data to provide a comparison to a previously trained recurrent neural network language model that took about 8 weeks to train on a single CPU .
78,"cbow, skip-gram, nnlm, vector, architecture, shp-gram, shp","In Table 3, it can be seen that the word vectors perform well mostly on the syntactic questions . The NNLM vectors are directly connected to a hidden layer . This is not surprising, as the words in the RNNLM perform significantly better ."
97,"log-biline, model, microsoft, challenge, sentence, log-bilinear, completion","Microsoft Sentence Completion Challenge has been introduced as a task for advancing language modeling and other NLP techniques . This task consists of 1040 sentences, where one word is missing in each sentence and the goal is to select word that is the most coherent with the rest of the sentence . Performance of several techniques has"
98,"sentence, skip-gram, architecture","We train the 640dimensional model on 50M words provided in . First, we compute score of each sentence in the test set . The final sentence score is then the sum of these individual predictions ."
99,"lsa, skip-gram, similarity, model",Skip-gram model does not perform on this task better than LSA similarity . a weighted combination leads to a new state of the art result 58.9% accuracy .
105,"dimensionality, sets, table, larger, data, 8","We believe word vectors trained on even larger data sets with larger dimensionality will perform significantly better . By using ten examples instead of one to form the relationship vector, we have observed improvement of accuracy by about 10% absolutely on the semantic-syntactic test ."
106,"value, vector, average, information","It is also possible to apply the vector operations to solve different tasks . For example, we have observed good accuracy for selecting out-of-the-list words ."
108,"word, representations, model, distbelief, quality","In this paper we studied the quality of vector representations of words derived by various models on a collection of syntactic and semantic language tasks . We observed that it is possible to train high quality word vectors using very simple model architectures, compared to the popular neural network models ."
109,"nlp, detection, word, neural, paraphrase, rnn, network, based, vectors",An interesting task where the word vectors have recently been shown to significantly outperform the previous state of the art is the SemEval-2012 Task 2 .
110,"analysis, relational, latent, ana",results from machine translation experiments look promising . We believe that our comprehensive test set will help the research community to improve the existing techniques for estimating the word vectors .
113,"code, nips, 2013, c++, paper","We also published more than 1.4 million vectors that represent named entities, trained on more than 100 billion words per hour . Some of our follow-up work will be published in an NIPS 2013 paper ."
115,"analysis, representations, model, modeling, network, language, based","Y. Bengio, R. Ducharme, P. Vincent. A neural probabilistic language model . In: Large-Scale Kernel Machines, MIT Press, 2003 . T. Brants, A. C. Popat and P. Xu, F. J. Och"
118,"propagation, errors, propagating, back-","T. Mikolov, W.T. Yih, G. Zweig. Statistical Language Models based on Neural Networks. PhD thesis, Brno University of Technology, 2012. A. Mnih . G. Hinton. A Scalable Hierarchical Distributed Language Model . AIST"
