element_idx,keywords,summarized_text
81,"audioldm-l, rca","Table 4 presents a comparison between random and relative pressure-based data augmentation strategies . In comparison, TANGO outperforms AudioLDM-L in two out of three objective metrics . This notable improvement can be attributed to the integration of a powerful large language model as a textual prompt encoder within"
84,"inference, guidance, steps, layer, scale, mod-, audiocaps, els, quality, diffusion",The number of inference steps and the classifier-free guidance scale are of crucial importance for sampling from latent diffusion models . We found that a guidance scale of 3 provides the best results for TANGO . The generated audio quality and resultant objective metrics consistently become better with more steps .
89,"guidance, classifier-free, scale","We report the effect of varying guidance scale with a fixed 100 steps in the right half of Table 5. The first row uses a guidance scale of 1 thus effectively not applying classifier-free guidance at all during inference . Not surprisingly, the performance of this configuration is poor . We obtain the best FAD metric"
90,"modelling, sequence, event, audioldm, model, multiple, temporal, tango","Temporal Sequence Modelling analyzes how TANGO and AudioLDM models perform audio generation when text prompt contains multiple sequential events . We segregate the AudioCaps test set using the presence of temporal identifiers while, before, after, then, followed into two subsets, one with multiple events and"
91,"single, event, test, events, multiple, audiocaps, set",The multiple events and single event subsets constitute the entire AudioCaps test set . It should be noted that FD and FAD are corpus-level non-linear metrics .
93,"text, audio, event, generation, classification, audiocaps, task, prompt","AudioCaps dataset contains a total of 632 audio event classes . For texts with multiple labels, AudioLDM achieves a better KL divergence score and TANGO achieves better FD and FAD scores ."
97,"relative, level, augmentation, strategy, pressure",Effect of Augmentation and Distribution of Relative Pressure-Level for Augmentations We described our augmentation strategy earlier in Section 2.3 . The distribution of the relative pressure level p in Equation across the training samples is shown in Figure 2 .
104,"tango, audiocaps","The Music category is very rare in AudioCaps and the rest appear on their own or in various combinations with others . We select the most frequently occurring category combinations . The performance of the two models is pretty balanced across the FD and KL metrics, with TANGO being better in some, and AudioLDM in others "
106,"probabilistic, stochastic, model, refinement, diffusion","Recent years have seen a surge in diffusion models as a leading approach for generating high-quality speech . These models utilize a fixed number of Markov chain steps to transform white noise signals into structured waveforms . By leveraging a stack of timeaware diffusion processes, FastDiff can generate speech samples of"
107,"augmented, text, text-to-audio, generation, strategy, decoder, non-autoregressive","In Yang et al., a text encoder is used to obtain text features . These tokens are fed to a vector quantized VAE to generate mel spectrograms . The non-autoregressive decoder is a probabilistic diffusion model ."
108,"audio, audioldm, embeddings, text","Recently, Liu et al. proposed AudioLDM, which translates the Latent Diffusion Model of textto-visual to text-to-audio generation . They pre-trained VAE-based encoder-decoder networks to learn a compressed latent representation of audio, which was then used"
111,"tango, text-to-audio, models, generation","TANGO is not always able to finely control its generations over textual control prompts as itis trained only on the small AudioCaps dataset . For example, Chopping tomatoes on a wooden table produces similar audio samples . Training text-to-audio generation models on larger datasets is thus required for the model"
113,"flan-t5, audio, text-to-audio, generation, super-resolution","In this work, we investigate the effectiveness of the instruction-tuned model, FLAN-T5 for textto-audio generation . Specifically, we use the textual embeddings produced in the latent diffusion model to generate mel-spectrogram tokens . These tokens are then fed to "
117,acoustics,"Won Chung, Yu Zhang, Heiga Zen, Ron J Weiss, Mohammad Norouzi, and William Chan. Wavegrad: Estimating gradients for waveform generation . arXiv preprint arxiv:2301.11325, 2023 ."
119,"acoustics, audio, synthesis, generation, model, quality, audio-generation, speech","Yen-Ju Lu, Zhong-Qiu Wang, Shinji Watanabe, Alexander Richard, Cheng Yu, and Yu Tsao. Conditional diffusion probabilistic model for speech enhancement. In ICASSP 2022 - 2022 IEEE International Conference on Acoustics, Speech and Signal Processing"
121,"deep, analysis, audio, sound, raw, image","Vadim Popov, Ivan Vovk, Vladimir Gogoryan, Tasnima Sadekova, Mikhail Kudinov, and Jiansheng Wei. Diffusion-based voice conversion with fast maximum likelihood sampling scheme . ArXiv, abs/2204.06"
123,"text-to-sound, diffusion, model","Wikipedia. Tango. https :/ / en.wikipedia. org/wiki/Tango, 2021. Wikipedia. Diffsound: Discrete diffusion model for text-to-sound generation."
