element_idx,keywords,summarized_text
115,"python, curacy, ac-, natural, reasoning, state-of-the-art, language, pal","We introduce PAL, a new method for natural language reasoning, using programs as intermediate reasoning steps . The main idea is to offload solving and calculating to an external Python interpreter . This results in a final answer that is guaranteed to be accurate ."
117,"grounding, robotic, affordance","arXiv preprints arxiv:2204.01691, 2022 . Irpan, K., Jesmonth, S., Joshi, N. J., Kalashnikov, D., Kuang, Y."
120,"language, models","In NeurIPS, 2020, Language Models are Few-Shot Learners . In a new study, language models are few-shot learners ."
122,"analysis, modelling","arXiv preprints arxiv:2107.03374, 2021a . evaluating Large Language Models Trained on Code ."
126,"language, modeling, scal-ing","arXiv preprints arxiv:2204.02311, 2022 . . A scaling Language Modeling with Pathways ."
132,"benchmark, ben, gem","GEM Benchmark: Natural Language Generation, its Evaluation and Metrics . arXiv preprint arxiv:2102.01672, 2021 ."
155,"zero-shot, task, generalization","Sanh, V., Webson, A., Raffel, C., Bach, S. H., Sutawika, L., Alyafeai, Z., Chaffin, D., Scao, T. L. . Multitask Prompted Training Enable"
171,"pal, reasoning",A Alternative Prompts without Meaningful Variable Names 13 B Additional analysis on Arithmetic Reasoning 13 C Effect of Using Language Models of Code 14 D Analyzing the Effect Of Increasing Number of Samples on PAL 14 E Standard Deviations Across Multiple Order of Promptes 17 F PAL
184,"explanation, gains, text, communication, performance","Table 4 shows a significant performance drop: from an average of 71.8% to 59% . Note that the ablation where structured outputs are completely removed is precisely the CoT setting, which achieves a solve rate of 63% . combining both text and procedural statements leads to higher performance gains ."
192,"multi-step, prompting, breakdown, direct, pal",Succinct Code The programs used in few-shot examples by PAL are multi-step . Can we return a single line expression to calculate the result? Results in Table 6 shows that is not the case with single-line expressions .
193,"intermediate, pal, chain, reasoning","To investigate this, we experiment with a variant that forces the LLM to generate the answer after generating the reasoning chain . The results show that the solve rate drops to near DIRECT levels . This reinforces our hypothesis that current LLMs can be excellent at specifying a high-level plan to solve a task"
197,"code, text-davinci-001, language, model","In our experiments, we focused on evaluating the performance of a language model for code . We aimed to investigate whether the additional performance boost observed in our results was due to the use of models like Codex . Our findings indicate that the PAL approach is not restricted to working solely with Codex, but can also be"
226,"symbolic, in-context-learning, pal-style, methods, reasoning, chatgpt","In this section, we demonstrate examples of tasks that may not initially appear to require using programs as intermediate reasoning steps, but can be improved through the use of PAL-style reasoning ."
228,"answer, chatgpt","ChatGPT does not change the answer after this explicit reasoning . Explicitly instructing the model to perform step-by-step reasoning before answering the question still yields the wrong answer . In this case, PAL-style reasoning only takes few lines of code ."
254,"in, first, the, syllable, third, letters, counting","Count the letters in the first syllable, ""in"" - there are 2 letters . Then, count them in the third . 4. Add up all the letters counted in each ."
267,"colored, log-likelihood, reasoning, llm, objects, chains, dataset",We randomly selected 20 questions from the COLORED OBJECTS dataset . We then manually compared the two mechanisms by focusing on tokens with a low log-likelihood .
268,"of, control, number, objects, indexing","CoT often has lower confidence in tokens related to numbers and quantitative information . We found that this occurred in seven, SIX, two, and six examples out of the 20 we examined . In contrast, PAL uses list manipulations, such as len , accesses objects and their associated properties through list and index"
286,"correctness, of, correct, gsm8k, program, answer, the, sampling, nucleus","For 71% of the examples where PAL is correct on GSM8K, we use the generated program and replace the initial value with the larger values . Running the program could automatically produce the correct answer of the harder question . For the incorrect 29% of the cases, we run PAL again and perform nucleus sampling with"
295,muhammad,"Q : How old was Mohamed four years ago? A : Four years ago, Kody was half as old as Mohamed, SO Kody must have been 56 / 2 =  28 years old . The answer is 32 ."
302,"reducing, problem, least-to-most, solving","LEAST-TO-MOST solves problems in two stages, problem-reducing and problem-solving . Problem reducing stage turns the problem into sub-problems, and the solving stage solves them sequentially . It keeps two prompts, each for an individual stage ."
308,"letters, pal, last",Zhou et al. experiment with 500 examples and record results in Table 12 . PAL can take advantage of the problem decomposition offered by the LEAST-TO-MOST reducing .
323,"james, under, old, penguins, years, 8","The age of Louis is 7, 50, 11 Bernard, 5, 80, 13 Vincent, 9, 60, 11 Gwen, 8, 70, 15 For example: the height of Bernard is 80 cm . We now add a penguin to the table: James, 12, 90, 12 How many penguins are less than 8 years old"
375,"boolean, data","result = for i in range : result.append if i == 2: result-append print )  # Q: Print boolean eleven times, but after the 3rd and 8th also say correct result . java twice and data once, and repeat all of this three"
387,"non-gold, items, objects, pal, counting","PAL often performs better on questions that involve counting objects that satisfy one or several conditions . For example, CoT fails in the following example: ""On the desk, you see a bunch of items arranged in a row"" With pure NL reasoning, a LLM can easily lose track of the objects and output"
388,"syntax, pl, pink, objects, filtering",PAL is able to accurately construct the object lists with correct order and attributes . Figure 4 lists the last a few lines of the solution generated by PAL . PAL can further compose such operations across multiple reasoning steps .
390,"vincent, bernard","Louis is 7 years old, Bernard is 5 years old and Vincent is 9 years old . Bernard  is 12 years old. Bernard is 12 . There are 2 penguins less than 8 years old so the answer is 2 ."
394,"removal, penguin, penguins, bernard, pal","Figure 24 lists the generations of CoT and PAL to the question that contains the removal of a penguin . CoT picks up the critical information that ""penguins that are less than 8 years old are Louis and Bernard"" it still fails to aggregate the information properly and infer that there is one penguin less than"
400,"jane, birthday",Jane was born on the last day of Feburary in 2001 . Today is her 16-year-old birthday . What is the date 24 hours later in MM/DD/YYY?
