element_idx,keywords,summarized_text
59,"value, information, convolutional, projection","The s x s Convolutional Projection permits reducing the number of tokens by using a stride larger than 1 . In this way, the numbers for key and value projection are reduced 4 times . This comes with a minimal performance penalty, as neighboring pixels/patches in images tend to have"
63,"token, convolutional, tokens-to-token, embedding, transformer, cnn","Tokensto-Token ViT implements a progressive tokenization, and then uses a Transformer-based backbone in which the length of tokens is fixed . By contrast, our CvT uses both convolutional token embeddings and Convolutional Transformer blocks in each stage . As the length"
64,"vision, pyramid, pvt, transformer, cnn","Pyramid Vision Transformer overcomes the difficulties of porting ViT to various dense prediction tasks . In ViT, the output feature map has only a single scale with low resolution ."
73,"convolutional, vision, cvt-x, transformer, block",Model Variants We instantiate models with different parameters and FLOPs by varying the number of Transformer blocks of each stage and the hidden feature dimension used . CvT-13 stands for Convolutional vision Transformer with X Transformer Blocks in total .
76,"vit, fine-tuning, optimizor","Fine-tuning We fine-tune each model with a total batch size of 512 . As in ViT, we pre-train our models at resolution 224 x 224, and fine tune at resolution 384 x 384."
79,"fewer, flops, flop, cvt, parameters, parameter",CvT-21 obtains a 82.5% ImageNet Top-1 accuracy . It is 0.5% higher than DeiT-B with the reduction of 63% parameters and 60% FLOPs .
89,"imagenet-22k, imagenet",We further investigate the ability of our models to transfer by fine-tuning models on various tasks . Our CvT-W24 model is able to obtain the best performance across all the downstream tasks considered .
98,"position, image, variable, computation, embedding, cvt","removing position embedding of DeiT-S would lead to 1.8% drop of ImageNet Top-1 accuracy . Position Embedding is often realized by fixed-length learn-able vectors . However, a wide range of vision applications take variable image resolution . Recent work CPVT tries to replace"
105,"token, convolutional, 6d, table, embedding","Table 6d is the CvT-13 model . When we replace the Convolutional Token Embedding with non-overlapping Patch Embendding, the performance drops 0.8% ."
109,"convolutional, performance, projection, position-wise, linear",Results are shown in Table 8. We study how the proposed Convolutional Projection affects the performance by choosing whether to use the regular Position-wise Linear Projection for each stage . We observe that replacing the original position-wise linear projection with the proposed convolutional projection improves the Top-1 Accuracy on
111,"cvt, convolution, vision, transformer","In this work, we have presented a detailed study of introducing convolutions into the Vision Transformer architecture . Extensive experiments demonstrate that the introduced convolutional token embedding makes our CvT architecture achieve superior performance while maintaining computational efficiency . Furthermore, due to the built-in local context structure introduced by con"
113,"imagenet, image, vision, processing, transformer, computer","Layer normalization, 2016. 4 Lucas Beyer, Olivier J Henaff, Alexander Kolesnikov, Xiaohua Zhai, and A ron van den Oord. Are we done with imagenet? arXiv preprint arxiv:2006.07159"
114,"mobile, image, vision, recognition, computer","In European Conference on Computer Vision, 2020 . 6 Zhigang Dai, Bolun Cai, Yugeng Lin, and Junying Chen . Up-detr: Unsupervised pre-training for object detection with transformers ."
116,"image, analysis, visual, recognition","Automated flower classification over a large number of classes . In Indian Conference on Computer Vision, Graphics and Image Processing, Dec 2008. 6 Omkar M. Parkhi, Andrea Vedaldi, Andrew Zisserman, and C. V. Jawahar . Improving language understanding by generative pre-"
117,"image, vision, super-resolution, transformer, computer","Xiaolong Wang, Ross Girshick, Abhinav Gupta, and Kaiming He. Non-local neural networks . In Proceedings of the IEEE conference on computer vision and pattern recognition, pages 7794-7803, 2018. 3 Yuqing Wang, Zhaoliang Xu,"
