element_idx,keywords,summarized_text
90,"algorithm, trick, dpg, reparametrization, svg(0)","Balduzzi & Ghifary extended the DPG algorithm with a replay buffer . They explicitly learn dQ /da . However, they only train on two low-dimensional domains ."
91,"optimization, region, trust, trpo, policy, network","trust region policy optimization aims to construct stochastic neural network policies without decomposing problems into optimal control and supervised phases . This method produces near monotonic improvements in return by making carefully chosen updates to the policy parameters, constraining updates to prevent the new policy diverging too far from the existing policy."
92,"mapping, approach, policy, gps, actor-critic, state-to-action, optimal","to combat the challenges of the actor-critic approach, recent work with guided policy search algorithms decomposes the problem into three phases that are relatively easy to solve . first, it uses full-state observations to create locally-linear approximations of the dynamics around one or more nominal trajectories "
93,"features, data, gps, efficiency, visual",GPS uses a similar convolutional policy network to ours in real-world robotic manipulation tasks using vision . The policy also receives direct low-dimensional state information about the configuration of the robot at the first fully connected layer in the network .
94,"processes, gaussian","PILCO uses Gaussian processes to learn a non-parametric, probabilistic model of the dynamics . It calculates analytic policy gradients and achieves impressive data efficiency ."
95,"deep, model, dynamical, pendulum, task, swing-up",Wahlstrom et al. trained a differentiable forward model and encoded the goal state into the learned latent space . This approach is only applicable to domains with goal states that can be demonstrated to the algorithm .
98,"deep, approximators, learning, reinforcement, non-linear, function",the work combines insights from recent advances in deep learning and reinforcement learning . This algorithm robustly solves challenging problems across a variety of domains .
141,"networks, critic, neural, low-dimensional, adam",We used Adam for learning the neural network parameters with a learning rate of 10-4 and 10-3 for the actor and critic respectively . For Q we included L2 weight decay of 10-2 and used a discount factor of 2 = 0.99 . The neural networks used the rectified non-linearity for all hidden layers 
144,"control, trajectory, optimization, model-predictive",Our planner is implemented as a model-predictive controller . Every single trajectory optimization is planned over a horizon between 250ms and 600ms . This planning horizon recedes as the simulation of the world unfolds.
145,"ilqg, iteration, value, forward, dynamics, function",The iLQG iteration begins with an initial rollout of the previous policy . We use repeated samples of simulated dynamics to approximate a linear expansion of the dynamics around every step of the trajectory . This back-pass results in a putative modification to the action sequence that will decrease the total cost .
152,"physical, than, control, rather, reward, smooth, hopping, gaits",For physical control tasks we used reward functions which provide feedback at every step . For grasping and manipulation tasks we provided a smoothly varying reward based on distance to a goal state . In locomotion tasks we reward forward action and penalize hard impacts .
159,"chain, cha, hard, cheetah",canada2da Agent is required to use a 7-DOF arm with hockey-stick like appendage to hit a ball to a target . cart Agent must move a simple mass to rest at 0. The mass begins each trial in random positions and with random velocities. cartpoleThe classic cart-
162,"movinggripper, movinggripperrandom, agent",reacher3daFixedTarget Agent is required to move a 7-DOF human-like arm from random starting locations to random target positions . reacherObstacle Agent is a 5-DOF arm around an obstacle to a randomized target position . walker2d Agent should
